Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
28,753,16,Bachelor,Very High,Medium,3,Medium,4,23,Excellent,High,80,0,17,0,Bad,8,1,19,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,No,7598,No
24,1071,25,Doctor,High,Low,5,Very High,9,13,Excellent,Low,80,3,0,1,Good,2,1,20,Y,1,Travel_Frequently,Human Resources,Technical Degree,Female,Laboratory Technician,Divorced,Yes,2000,No
50,570,7,Doctor,Very High,Very High,3,Medium,3,20,Excellent,High,80,3,2,3,Better,5,1,21,Y,1,Travel_Rarely,Sales,Marketing,Male,Manager,Divorced,No,11456,No
34,1266,13,Doctor,Low,Medium,4,Medium,5,13,Outstanding,Very High,80,2,8,1,Better,2,1,22,Y,1,Non-Travel,Sales,Human Resources,Male,Research Director,Married,Yes,7434,No
37,1215,21,Doctor,Very High,Medium,5,High,6,17,Excellent,Medium,80,3,13,0,Better,13,1,23,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Manufacturing Director,Single,No,2000,No
24,1477,10,College,Low,Low,4,High,4,24,Excellent,Medium,80,0,9,6,Better,7,1,24,Y,1,Non-Travel,Sales,Human Resources,Male,Research Director,Married,Yes,2000,No
32,933,26,College,Very High,Low,2,Medium,9,14,Excellent,Medium,80,0,10,1,Better,18,1,25,Y,1,Non-Travel,Human Resources,Medical,Male,Research Scientist,Single,No,13629,No
37,826,7,Bachelor,High,High,2,Medium,8,23,Excellent,Low,80,2,27,0,Good,6,1,26,Y,1,Travel_Rarely,Research & Development,Life Sciences,Male,Human Resources,Married,No,12850,No
26,953,14,Below College,Low,Very High,1,Medium,2,18,Excellent,High,80,3,1,5,Best,2,1,27,Y,1,Travel_Rarely,Human Resources,Marketing,Female,Human Resources,Divorced,No,2000,No
40,150,26,Doctor,Medium,Very High,5,High,6,23,Excellent,Very High,80,3,20,2,Good,0,1,28,Y,1,Travel_Rarely,Research & Development,Marketing,Male,Research Director,Single,Yes,2000,No
31,674,5,Below College,Medium,High,4,High,9,17,Outstanding,Very High,80,0,8,3,Good,0,1,29,Y,1,Travel_Rarely,Sales,Human Resources,Female,Sales Executive,Divorced,Yes,11862,No
34,1313,3,Below College,Very High,Very High,3,Low,9,15,Excellent,Low,80,3,15,0,Good,0,1,30,Y,1,Non-Travel,Research & Development,Medical,Male,Research Scientist,Divorced,Yes,6413,Yes
31,1248,23,Bachelor,Medium,Very High,2,Low,4,17,Excellent,Very High,80,3,28,1,Best,8,1,31,Y,1,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Yes,9798,No
53,249,29,Doctor,Low,Very High,2,Medium,6,13,Outstanding,Very High,80,3,16,3,Bad,10,1,32,Y,1,Travel_Rarely,Sales,Human Resources,Male,Healthcare Representative,Single,No,6208,No
36,413,11,Doctor,Medium,Very High,3,Very High,1,22,Excellent,Very High,80,1,13,2,Best,0,1,33,Y,1,Travel_Rarely,Sales,Medical,Female,Human Resources,Divorced,No,9576,No
27,669,11,Master,High,Very High,4,Very High,3,12,Low,Very High,80,2,23,5,Good,12,1,34,Y,1,Travel_Rarely,Human Resources,Other,Female,Healthcare Representative,Married,Yes,6527,No
44,1465,18,Below College,High,Low,4,High,1,16,Excellent,High,80,1,19,6,Better,4,1,35,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Research Scientist,Single,Yes,4443,No
26,404,15,Below College,Very High,Very High,5,High,6,12,Excellent,Very High,80,2,4,3,Better,7,1,36,Y,1,Travel_Rarely,Sales,Other,Male,Manufacturing Director,Single,Yes,11476,Yes
38,781,12,College,Low,Low,5,High,1,13,Outstanding,Medium,80,0,13,6,Good,16,1,37,Y,1,Non-Travel,Sales,Life Sciences,Male,Human Resources,Divorced,No,7449,No
19,937,9,Master,High,Very High,1,Medium,0,16,Excellent,Low,80,3,0,0,Better,12,1,38,Y,1,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Single,Yes,9566,No
25,1177,10,College,High,High,2,Very High,8,15,Excellent,High,80,2,6,2,Good,5,1,39,Y,1,Non-Travel,Research & Development,Life Sciences,Female,Sales Executive,Divorced,Yes,7240,No
38,1102,26,College,Low,Medium,5,Low,0,18,Excellent,Very High,80,1,13,1,Better,1,1,40,Y,1,Non-Travel,Research & Development,Marketing,Male,Sales Representative,Single,No,4214,No
43,543,12,College,Medium,Low,4,Medium,7,19,Outstanding,High,80,3,6,2,Best,0,1,41,Y,1,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,14059,No
38,712,17,Bachelor,Medium,Very High,3,Low,1,21,Excellent,Very High,80,0,13,2,Bad,2,1,42,Y,1,Travel_Frequently,Sales,Medical,Male,Research Scientist,Divorced,Yes,8168,Yes
35,1092,29,Bachelor,Very High,High,4,Low,7,13,Outstanding,Medium,80,2,10,4,Bad,5,1,43,Y,1,Travel_Frequently,Human Resources,Other,Female,Human Resources,Divorced,No,4831,Yes
34,363,6,College,Medium,Medium,2,Medium,2,22,Excellent,Low,80,2,15,2,Best,1,1,44,Y,1,Travel_Frequently,Sales,Human Resources,Female,Laboratory Technician,Single,Yes,12508,No
23,1176,7,Master,Low,Low,4,Low,5,20,Excellent,Very High,80,2,7,2,Best,6,1,45,Y,1,Travel_Frequently,Research & Development,Other,Female,Research Scientist,Single,No,2000,No
30,1103,14,Below College,High,Medium,1,Very High,2,13,Excellent,Very High,80,3,3,3,Good,7,1,46,Y,1,Non-Travel,Research & Development,Technical Degree,Male,Research Director,Divorced,Yes,17010,No
32,104,13,Master,Medium,High,2,Low,6,13,Excellent,Very High,80,1,22,1,Good,5,1,47,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Manager,Single,Yes,5657,Yes
46,1226,8,Doctor,Very High,Low,3,Very High,9,23,Excellent,Very High,80,1,7,3,Good,3,1,48,Y,1,Non-Travel,Sales,Human Resources,Male,Manager,Married,Yes,2000,No
40,1319,10,Bachelor,Medium,Medium,1,Very High,8,23,Excellent,Low,80,2,16,3,Better,8,1,49,Y,1,Non-Travel,Research & Development,Medical,Female,Sales Representative,Single,Yes,15457,No
21,873,9,Below College,Low,Very High,2,Very High,1,16,Excellent,Low,80,0,22,0,Good,9,1,50,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Sales Representative,Married,No,4323,No
39,976,18,Below College,Very High,Low,3,High,4,25,Outstanding,Medium,80,0,12,3,Best,0,1,51,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Manager,Married,No,7643,Yes
33,1091,27,Doctor,Medium,Medium,1,Low,5,25,Outstanding,Low,80,1,4,4,Bad,15,1,52,Y,1,Travel_Rarely,Sales,Technical Degree,Male,Manufacturing Director,Married,No,9873,Yes
30,983,26,Doctor,Very High,High,1,Medium,3,11,Excellent,Very High,80,0,9,4,Better,6,1,53,Y,1,Travel_Rarely,Research & Development,Technical Degree,Male,Human Resources,Married,No,12065,No
42,1473,2,College,Low,High,2,Medium,3,17,Good,Medium,80,1,19,6,Good,7,1,54,Y,1,Travel_Frequently,Research & Development,Medical,Female,Manager,Married,Yes,7908,No
46,146,5,Bachelor,High,Low,5,Low,3,22,Excellent,Medium,80,2,12,0,Better,11,1,55,Y,1,Travel_Rarely,Human Resources,Marketing,Female,Manufacturing Director,Single,Yes,3457,Yes
45,966,29,Bachelor,Low,Medium,1,High,1,11,Excellent,Medium,80,1,1,6,Better,8,1,56,Y,1,Travel_Rarely,Sales,Human Resources,Female,Laboratory Technician,Married,No,7529,No
29,922,5,Master,Low,Low,1,High,3,24,Excellent,Very High,80,1,15,6,Good,12,1,57,Y,1,Non-Travel,Human Resources,Medical,Female,Manufacturing Director,Single,No,4529,No
34,1035,6,College,Low,Low,3,Very High,0,15,Excellent,High,80,2,17,5,Better,8,1,58,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Laboratory Technician,Married,No,7670,No
39,755,19,College,Low,Medium,4,Low,5,25,Outstanding,Very High,80,0,8,1,Bad,3,1,59,Y,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Divorced,No,14152,No
45,368,8,College,High,Medium,2,Low,0,20,Excellent,Low,80,1,15,1,Best,9,1,60,Y,1,Travel_Frequently,Sales,Marketing,Female,Healthcare Representative,Married,No,10052,No
32,469,16,College,High,Very High,2,Medium,9,23,Outstanding,Low,80,1,12,3,Best,0,1,61,Y,1,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Divorced,Yes,7471,No
35,735,13,Bachelor,Very High,Medium,5,Low,5,18,Outstanding,Very High,80,2,9,3,Bad,7,1,62,Y,1,Non-Travel,Sales,Human Resources,Female,Manager,Married,Yes,9970,No
27,1229,1,Bachelor,Medium,High,5,High,0,14,Excellent,Very High,80,0,0,5,Better,6,1,63,Y,1,Travel_Frequently,Human Resources,Marketing,Female,Laboratory Technician,Married,Yes,10307,No
26,756,22,College,High,Low,2,Low,5,15,Outstanding,Medium,80,1,19,3,Good,5,1,64,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Manager,Married,No,2000,No
44,219,20,Master,High,Low,5,Medium,9,14,Excellent,Very High,80,2,17,1,Better,6,1,65,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Human Resources,Divorced,No,6696,No
49,930,17,Below College,Medium,High,3,Very High,7,22,Excellent,Medium,80,1,15,6,Bad,0,1,66,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Sales Executive,Divorced,No,18543,No
36,1181,7,Below College,High,Medium,2,Medium,1,22,Excellent,Low,80,3,23,2,Better,3,1,67,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Manager,Married,No,12200,No
46,1469,25,Master,Low,High,5,Medium,1,24,Excellent,Medium,80,2,18,4,Best,7,1,68,Y,1,Travel_Frequently,Sales,Human Resources,Female,Human Resources,Single,Yes,4133,No
40,840,13,College,Low,High,2,Very High,3,14,Excellent,Very High,80,0,16,2,Better,7,1,69,Y,1,Travel_Rarely,Human Resources,Human Resources,Male,Manufacturing Director,Married,Yes,3664,No
31,216,4,Bachelor,Medium,Very High,4,Medium,2,22,Excellent,Low,80,0,0,2,Bad,0,1,70,Y,1,Non-Travel,Human Resources,Medical,Male,Research Scientist,Divorced,No,3508,No
40,890,4,Below College,Very High,High,1,Medium,3,18,Excellent,High,80,0,20,1,Best,14,1,71,Y,1,Non-Travel,Sales,Technical Degree,Male,Manufacturing Director,Married,Yes,10571,No
50,1250,6,Doctor,Very High,Low,2,Low,6,12,Excellent,Medium,80,0,11,2,Better,1,1,72,Y,1,Travel_Frequently,Research & Development,Life Sciences,Female,Sales Executive,Divorced,Yes,14055,No
36,1112,28,Doctor,Medium,High,1,Low,0,11,Excellent,Low,80,1,13,5,Better,12,1,73,Y,1,Non-Travel,Human Resources,Other,Male,Laboratory Technician,Divorced,No,9236,No
51,1181,19,Master,Medium,Low,5,Very High,5,13,Excellent,Medium,80,1,13,0,Best,9,1,74,Y,1,Non-Travel,Research & Development,Marketing,Female,Human Resources,Divorced,No,7238,No
13,733,29,College,Low,Low,1,Low,2,19,Excellent,Low,80,0,17,3,Good,3,1,75,Y,1,Non-Travel,Sales,Medical,Female,Healthcare Representative,Married,No,4412,No
44,612,12,Below College,Very High,Low,2,Low,9,14,Excellent,Low,80,0,19,0,Best,17,1,76,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Manager,Divorced,No,8048,No
37,901,22,College,High,Medium,4,Medium,6,20,Low,Medium,80,0,16,6,Good,0,1,77,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Laboratory Technician,Divorced,No,2645,Yes
34,1219,7,Below College,Low,Very High,5,High,9,15,Excellent,High,80,1,14,4,Bad,12,1,78,Y,1,Non-Travel,Human Resources,Life Sciences,Female,Healthcare Representative,Married,No,2000,No
37,1241,27,Master,Medium,Low,2,Low,1,12,Excellent,Low,80,0,12,3,Bad,13,1,79,Y,1,Non-Travel,Research & Development,Human Resources,Female,Research Director,Divorced,Yes,14193,Yes
19,659,10,Master,Very High,Low,5,High,1,14,Excellent,Low,80,0,0,2,Best,2,1,80,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Manager,Married,Yes,2000,No
35,587,26,Doctor,High,Medium,3,Low,3,12,Excellent,Low,80,3,8,4,Best,15,1,81,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Manufacturing Director,Divorced,No,4973,No
40,1360,19,College,High,Low,1,Low,0,25,Excellent,High,80,3,3,3,Bad,5,1,82,Y,1,Non-Travel,Sales,Technical Degree,Female,Research Scientist,Single,Yes,9584,Yes
50,996,7,Doctor,Low,High,3,Very High,2,12,Excellent,High,80,0,20,5,Good,8,1,83,Y,1,Travel_Rarely,Research & Development,Technical Degree,Male,Human Resources,Single,No,13241,No
32,1395,3,College,Very High,High,2,Very High,8,14,Outstanding,Very High,80,2,15,5,Bad,8,1,84,Y,1,Non-Travel,Human Resources,Human Resources,Female,Sales Executive,Divorced,No,7708,No
29,1312,13,Doctor,Very High,Very High,4,Very High,6,16,Excellent,Medium,80,0,7,5,Best,6,1,85,Y,1,Travel_Rarely,Sales,Other,Female,Sales Executive,Single,No,2000,No
32,803,13,Bachelor,Medium,Low,5,High,6,17,Outstanding,High,80,3,8,5,Bad,11,1,86,Y,1,Travel_Rarely,Sales,Marketing,Male,Manufacturing Director,Married,No,5083,No
45,680,18,Bachelor,Very High,Medium,1,Medium,3,20,Excellent,Medium,80,2,7,2,Best,11,1,87,Y,1,Travel_Rarely,Sales,Marketing,Female,Sales Representative,Single,Yes,3311,No
39,889,28,Bachelor,Very High,High,5,Low,1,13,Excellent,Very High,80,2,7,0,Best,0,1,88,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Sales Executive,Divorced,No,6320,Yes
32,960,26,Bachelor,Low,Medium,2,Low,3,13,Excellent,Medium,80,0,0,3,Bad,14,1,89,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Human Resources,Divorced,Yes,12290,Yes
41,346,20,Below College,Very High,Medium,5,Low,5,20,Excellent,High,80,3,0,2,Good,0,1,90,Y,1,Travel_Rarely,Human Resources,Medical,Female,Manufacturing Director,Married,No,2000,Yes
37,1199,28,Bachelor,High,High,1,High,2,16,Excellent,Medium,80,3,11,5,Better,13,1,91,Y,1,Travel_Rarely,Sales,Other,Female,Laboratory Technician,Divorced,No,4566,No
45,253,8,Master,Low,Medium,2,Very High,0,23,Excellent,High,80,2,19,6,Bad,13,1,92,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married,No,4224,No
30,1096,29,Master,Low,High,5,Medium,7,22,Excellent,Medium,80,0,6,0,Better,0,1,93,Y,1,Travel_Rarely,Human Resources,Medical,Male,Manufacturing Director,Single,Yes,2000,No
34,1209,9,Below College,Medium,Medium,4,High,4,13,Excellent,High,80,1,13,6,Bad,4,1,94,Y,1,Non-Travel,Sales,Human Resources,Male,Human Resources,Single,No,9251,No
33,796,7,Bachelor,Very High,High,2,Very High,4,23,Excellent,High,80,1,16,4,Better,0,1,95,Y,1,Travel_Rarely,Sales,Technical Degree,Male,Manager,Married,No,2000,No
23,1408,1,Bachelor,Medium,Low,2,High,3,12,Excellent,Medium,80,3,3,6,Good,5,1,96,Y,1,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,No,2000,No
39,1343,3,Bachelor,High,Very High,4,Medium,5,18,Excellent,Very High,80,1,10,4,Good,5,1,97,Y,1,Travel_Frequently,Human Resources,Technical Degree,Female,Sales Executive,Divorced,Yes,10500,No
39,1192,13,Doctor,Low,High,3,Very High,2,15,Excellent,Low,80,3,5,4,Bad,11,1,98,Y,1,Non-Travel,Human Resources,Human Resources,Female,Research Scientist,Single,Yes,13552,No
37,1170,28,College,Low,High,1,High,8,25,Excellent,Very High,80,3,23,5,Best,14,1,99,Y,1,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Yes,6142,Yes
34,1108,25,Doctor,Low,Very High,3,Medium,4,11,Outstanding,Medium,80,3,23,4,Better,15,1,100,Y,1,Non-Travel,Human Resources,Medical,Female,Research Scientist,Single,No,2000,Yes
24,193,28,College,High,High,5,Low,2,13,Good,Very High,80,1,3,1,Best,3,1,101,Y,1,Non-Travel,Sales,Technical Degree,Male,Laboratory Technician,Married,Yes,3183,No
33,1057,17,Bachelor,High,High,4,Medium,0,20,Outstanding,High,80,3,14,3,Best,5,1,102,Y,1,Travel_Frequently,Human Resources,Life Sciences,Male,Manufacturing Director,Single,No,11237,Yes
33,1111,25,Bachelor,Medium,Medium,3,Low,9,18,Excellent,Low,80,2,19,3,Best,0,1,103,Y,1,Travel_Frequently,Sales,Medical,Female,Healthcare Representative,Divorced,Yes,7047,Yes
29,552,24,Doctor,Medium,Very High,2,High,5,14,Excellent,Medium,80,0,17,5,Good,2,1,104,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Human Resources,Single,Yes,6025,No
35,1327,1,Doctor,Medium,Low,5,Very High,1,24,Excellent,Medium,80,0,11,1,Bad,12,1,105,Y,1,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,No,7971,Yes
40,1011,6,College,Very High,High,5,Very High,2,17,Excellent,Medium,80,3,21,6,Bad,16,1,106,Y,1,Travel_Frequently,Human Resources,Medical,Male,Human Resources,Single,Yes,6322,No
53,317,21,Master,Low,Very High,3,High,0,20,Excellent,Low,80,0,3,2,Good,0,1,107,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Laboratory Technician,Single,No,13764,No
38,573,6,College,Low,Medium,3,Very High,8,22,Excellent,High,80,1,8,6,Good,3,1,108,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Single,No,2979,No
39,531,26,Doctor,Medium,Low,4,Very High,7,24,Excellent,Medium,80,1,3,2,Bad,6,1,109,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Divorced,Yes,2439,No
36,440,12,Doctor,Low,Very High,1,Low,1,24,Excellent,Very High,80,0,17,4,Best,8,1,110,Y,1,Travel_Rarely,Sales,Medical,Male,Human Resources,Married,No,2000,Yes
19,650,13,Below College,Medium,Low,3,High,7,12,Excellent,Medium,80,1,6,0,Better,2,1,111,Y,1,Non-Travel,Research & Development,Marketing,Female,Human Resources,Single,No,3962,No
36,1412,13,Doctor,Very High,Low,3,Medium,8,17,Outstanding,Medium,80,0,9,2,Better,9,1,112,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Research Scientist,Divorced,Yes,2000,No
37,1377,29,Below College,Very High,Low,2,Low,0,15,Excellent,Medium,80,0,15,0,Better,4,1,113,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Manufacturing Director,Single,Yes,7524,Yes
59,456,15,Master,High,High,5,High,4,15,Excellent,Medium,80,0,16,3,Best,6,1,114,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Research Director,Single,No,6598,No
35,122,21,College,Very High,High,1,Low,7,16,Good,High,80,3,3,0,Bad,10,1,115,Y,1,Travel_Rarely,Human Resources,Human Resources,Male,Sales Representative,Married,Yes,2000,No
39,621,16,College,Medium,Medium,2,Medium,1,23,Excellent,Very High,80,0,19,3,Good,7,1,116,Y,1,Non-Travel,Research & Development,Medical,Male,Sales Executive,Single,No,9268,No
36,1223,22,Below College,Very High,Medium,4,Medium,3,19,Excellent,High,80,3,14,1,Bad,4,1,117,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,13629,No
26,901,21,College,High,Very High,4,High,6,24,Outstanding,Very High,80,0,2,1,Best,6,1,118,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Divorced,Yes,8181,No
47,1303,11,Doctor,Low,Medium,3,Medium,2,16,Excellent,Medium,80,0,0,5,Good,6,1,119,Y,1,Non-Travel,Human Resources,Other,Female,Manufacturing Director,Married,Yes,2000,No
43,1346,28,Bachelor,Medium,Low,3,Low,4,22,Excellent,Low,80,0,10,5,Best,4,1,120,Y,1,Non-Travel,Sales,Medical,Female,Sales Executive,Single,Yes,15839,No
44,861,5,Below College,Low,Low,4,Medium,7,23,Excellent,High,80,1,17,4,Better,5,1,121,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Human Resources,Divorced,Yes,10010,Yes
28,541,4,College,High,High,3,Low,9,25,Outstanding,Low,80,3,18,2,Better,16,1,122,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Healthcare Representative,Single,No,15695,No
49,868,3,Below College,High,Low,1,Low,2,24,Excellent,High,80,3,13,4,Best,10,1,123,Y,1,Travel_Frequently,Human Resources,Human Resources,Male,Research Scientist,Single,No,11626,Yes
24,1115,19,Below College,High,Very High,3,Medium,3,18,Excellent,Medium,80,0,11,3,Good,5,1,124,Y,1,Travel_Frequently,Research & Development,Technical Degree,Male,Research Director,Single,Yes,12565,No
42,1448,20,Bachelor,Low,Low,5,High,8,17,Excellent,High,80,0,15,4,Good,11,1,125,Y,1,Non-Travel,Sales,Human Resources,Male,Research Scientist,Married,Yes,7464,No
56,615,25,Doctor,Low,Low,3,Very High,6,19,Excellent,Medium,80,1,4,0,Bad,4,1,126,Y,1,Non-Travel,Sales,Marketing,Female,Laboratory Technician,Single,No,5267,Yes
28,1139,18,Below College,Low,Very High,2,Medium,0,14,Excellent,High,80,1,24,3,Better,14,1,127,Y,1,Travel_Rarely,Human Resources,Marketing,Male,Sales Executive,Divorced,No,8255,No
31,891,15,College,Low,Medium,1,Low,3,12,Outstanding,Medium,80,1,24,5,Bad,9,1,128,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Research Scientist,Single,No,3168,Yes
37,435,9,Master,High,Medium,2,Low,3,17,Excellent,Medium,80,3,14,1,Bad,6,1,129,Y,1,Non-Travel,Human Resources,Marketing,Female,Sales Representative,Divorced,No,8539,No
32,357,17,Below College,High,Very High,2,Medium,8,16,Good,Very High,80,3,12,5,Best,9,1,130,Y,1,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Yes,2000,No
23,596,14,Below College,Medium,High,5,High,5,11,Excellent,Medium,80,3,7,2,Best,0,1,131,Y,1,Non-Travel,Sales,Medical,Male,Manager,Divorced,No,6701,No
37,995,15,Bachelor,Medium,Low,1,High,8,21,Excellent,Very High,80,0,15,3,Bad,0,1,132,Y,1,Travel_Rarely,Research & Development,Marketing,Male,Laboratory Technician,Divorced,No,12819,No
27,259,1,Doctor,Low,Very High,1,Low,5,19,Excellent,Medium,80,3,5,3,Better,0,1,133,Y,1,Travel_Frequently,Sales,Marketing,Female,Manufacturing Director,Single,Yes,6943,No
41,951,21,Master,Very High,Low,1,Low,5,19,Excellent,Low,80,2,0,0,Best,7,1,134,Y,1,Travel_Rarely,Research & Development,Human Resources,Female,Research Director,Single,No,14619,No
28,789,22,College,Very High,High,1,High,4,22,Low,Medium,80,2,0,2,Bad,17,1,135,Y,1,Travel_Frequently,Human Resources,Technical Degree,Female,Laboratory Technician,Divorced,No,5260,Yes
50,479,22,Master,High,Low,1,Very High,4,12,Excellent,Low,80,1,4,1,Bad,20,1,136,Y,1,Travel_Frequently,Sales,Medical,Male,Manager,Married,Yes,11212,No
29,1056,3,College,High,Very High,5,Medium,1,13,Excellent,Low,80,3,12,6,Bad,10,1,137,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Sales Executive,Single,Yes,2372,No
34,790,16,Doctor,High,Low,3,Low,7,15,Excellent,Medium,80,2,13,3,Bad,10,1,138,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Sales Representative,Married,Yes,11021,Yes
