Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
33,1271,29,Bachelor,Medium,High,4,Low,1,25,Excellent,Medium,80,2,0,3,Better,19,1,17,Y,1,Travel_Rarely,Sales,Human Resources,Male,Human Resources,Single,No,2000,Yes
52,793,5,College,Low,High,4,Medium,2,25,Excellent,High,80,1,5,0,Better,8,1,18,Y,1,Travel_Frequently,Human Resources,Other,Female,Healthcare Representative,Divorced,Yes,5180,No
35,1424,20,Doctor,Very High,Low,1,Medium,1,13,Excellent,High,80,1,11,1,Good,9,1,19,Y,1,Non-Travel,Human Resources,Other,Female,Manufacturing Director,Single,No,13451,No
31,1408,25,Below College,High,Medium,4,Very High,1,24,Excellent,Medium,80,2,2,5,Better,0,1,20,Y,1,Non-Travel,Sales,Human Resources,Male,Manufacturing Director,Single,Yes,11004,No
36,1148,24,Bachelor,Medium,Medium,3,Very High,0,21,Good,High,80,2,4,5,Better,0,1,21,Y,1,Non-Travel,Sales,Marketing,Male,Sales Representative,Single,No,6830,No
37,1380,23,Master,High,Medium,2,High,0,24,Low,Medium,80,1,3,1,Better,10,1,22,Y,1,Travel_Rarely,Sales,Human Resources,Female,Laboratory Technician,Divorced,No,11823,No
30,800,9,Below College,High,High,3,Medium,8,23,Excellent,Low,80,1,15,3,Good,0,1,23,Y,1,Travel_Rarely,Human Resources,Medical,Male,Research Scientist,Divorced,Yes,6685,No
41,1351,3,Below College,High,Medium,3,Low,8,21,Excellent,Very High,80,0,7,5,Best,2,1,24,Y,1,Travel_Rarely,Sales,Human Resources,Female,Healthcare Representative,Married,No,6026,Yes
38,349,13,Bachelor,Very High,Low,3,High,2,21,Excellent,High,80,2,24,5,Better,1,1,25,Y,1,Travel_Rarely,Human Resources,Other,Male,Healthcare Representative,Single,No,2187,No
36,1213,13,Master,Very High,Very High,5,Medium,9,24,Excellent,Very High,80,1,0,4,Bad,3,1,26,Y,1,Travel_Rarely,Sales,Medical,Male,Laboratory Technician,Single,No,2650,Yes
26,925,27,Doctor,Medium,Very High,3,Very High,2,23,Excellent,High,80,2,13,5,Best,0,1,27,Y,1,Non-Travel,Sales,Life Sciences,Female,Laboratory Technician,Divorced,No,2000,No
33,594,21,Doctor,Medium,High,1,Low,3,16,Low,Medium,80,2,16,3,Best,0,1,28,Y,1,Travel_Frequently,Research & Development,Life Sciences,Female,Manager,Married,No,4139,Yes
39,656,13,Bachelor,Very High,Medium,5,Very High,7,25,Excellent,High,80,2,11,3,Best,4,1,29,Y,1,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,6605,Yes
39,821,11,Doctor,Medium,Very High,4,High,8,20,Excellent,Low,80,1,5,3,Good,5,1,30,Y,1,Non-Travel,Sales,Technical Degree,Male,Sales Representative,Divorced,No,8988,No
45,564,3,Doctor,Medium,Low,3,High,0,18,Excellent,Very High,80,1,6,6,Good,17,1,31,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Sales Executive,Single,No,4495,Yes
28,309,20,Master,Very High,Medium,1,Very High,3,16,Low,Medium,80,1,31,2,Best,3,1,32,Y,1,Travel_Rarely,Research & Development,Marketing,Male,Sales Representative,Divorced,Yes,14026,Yes
39,1324,1,College,High,Low,2,Very High,1,21,Excellent,Medium,80,3,10,3,Good,5,1,33,Y,1,Travel_Rarely,Sales,Technical Degree,Male,Human Resources,Divorced,No,7466,No
32,361,25,Below College,Low,Very High,1,Medium,6,15,Excellent,Medium,80,2,10,0,Best,24,1,34,Y,1,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,13070,No
36,1217,8,Doctor,Low,Low,4,High,8,11,Excellent,High,80,0,10,1,Better,5,1,35,Y,1,Non-Travel,Sales,Other,Male,Healthcare Representative,Divorced,No,6759,No
36,1004,26,Master,Low,Very High,5,High,4,13,Excellent,High,80,0,4,4,Bad,10,1,36,Y,1,Non-Travel,Human Resources,Marketing,Male,Human Resources,Divorced,Yes,2207,No
32,1438,15,Doctor,High,Very High,5,Medium,5,20,Excellent,High,80,1,8,4,Bad,16,1,37,Y,1,Non-Travel,Human Resources,Medical,Male,Research Director,Married,Yes,2047,No
55,1035,11,Below College,High,High,4,High,1,23,Excellent,High,80,3,5,1,Bad,16,1,38,Y,1,Travel_Rarely,Research & Development,Human Resources,Female,Laboratory Technician,Divorced,No,9825,Yes
20,907,25,College,Very High,High,3,Very High,9,23,Low,Low,80,0,17,0,Bad,5,1,39,Y,1,Travel_Frequently,Human Resources,Technical Degree,Male,Human Resources,Divorced,No,6538,No
44,1183,4,Below College,High,Low,2,Very High,8,20,Excellent,High,80,3,2,4,Good,2,1,40,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Healthcare Representative,Single,Yes,11343,No
44,1174,16,Doctor,Medium,Very High,2,Very High,3,16,Excellent,Very High,80,0,2,3,Best,3,1,41,Y,1,Travel_Rarely,Sales,Medical,Male,Research Scientist,Single,No,17188,No
42,1208,25,Below College,Very High,Medium,4,Low,9,22,Outstanding,Low,80,1,16,1,Best,11,1,42,Y,1,Non-Travel,Research & Development,Medical,Female,Sales Executive,Married,Yes,10185,Yes
35,297,14,Master,Medium,Very High,2,Medium,3,21,Excellent,Medium,80,0,14,2,Bad,0,1,43,Y,1,Travel_Rarely,Sales,Other,Male,Human Resources,Divorced,No,19593,No
43,1041,19,Below College,Very High,Low,5,Low,3,21,Outstanding,Low,80,3,0,0,Good,7,1,44,Y,1,Travel_Frequently,Human Resources,Other,Female,Sales Executive,Married,No,4599,Yes
52,143,25,Bachelor,Very High,Very High,5,Low,9,20,Excellent,Very High,80,1,14,4,Better,3,1,45,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Sales Representative,Divorced,No,2998,Yes
29,1305,18,Doctor,Very High,High,4,High,2,25,Excellent,Low,80,0,10,2,Bad,9,1,46,Y,1,Travel_Rarely,Human Resources,Other,Female,Laboratory Technician,Divorced,No,6582,No
33,951,29,Master,High,Very High,2,Very High,8,14,Excellent,Low,80,0,1,1,Good,8,1,47,Y,1,Non-Travel,Human Resources,Technical Degree,Male,Laboratory Technician,Single,No,2000,No
32,521,4,Doctor,Low,High,3,Very High,6,23,Good,Low,80,1,11,6,Good,9,1,48,Y,1,Non-Travel,Sales,Technical Degree,Female,Research Scientist,Divorced,Yes,8562,Yes
42,629,21,Master,Medium,Low,5,Medium,0,25,Excellent,Very High,80,0,16,2,Best,0,1,49,Y,1,Travel_Frequently,Sales,Human Resources,Female,Manufacturing Director,Single,No,2000,No
52,801,5,Bachelor,Very High,Very High,1,High,3,22,Excellent,Low,80,0,8,1,Good,12,1,50,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Divorced,Yes,10587,No
46,922,18,Master,Medium,Low,1,Low,1,21,Excellent,Very High,80,2,7,2,Good,6,1,51,Y,1,Travel_Frequently,Sales,Medical,Female,Research Director,Married,No,2000,Yes
35,1492,13,Bachelor,High,Medium,4,Medium,9,25,Excellent,Medium,80,2,1,6,Best,10,1,52,Y,1,Non-Travel,Sales,Medical,Male,Sales Executive,Married,Yes,8420,No
56,1234,18,College,High,High,4,Low,3,25,Excellent,High,80,1,9,6,Good,10,1,53,Y,1,Travel_Rarely,Sales,Life Sciences,Male,Healthcare Representative,Divorced,No,2000,Yes
50,935,15,Master,Medium,Low,2,Low,5,25,Excellent,Low,80,0,11,0,Good,13,1,54,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Manager,Married,No,11827,Yes
48,1431,22,Master,High,High,5,Very High,2,24,Excellent,Medium,80,2,27,0,Bad,12,1,55,Y,1,Travel_Frequently,Sales,Medical,Female,Manufacturing Director,Divorced,Yes,5969,No
31,788,29,Doctor,Medium,Very High,1,Low,4,16,Excellent,Medium,80,1,23,0,Good,5,1,56,Y,1,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Divorced,No,11023,Yes
26,1038,26,Bachelor,Very High,High,3,Very High,1,12,Outstanding,Very High,80,1,7,3,Better,0,1,57,Y,1,Travel_Frequently,Sales,Human Resources,Male,Manager,Single,No,2000,Yes
36,1134,10,Doctor,Medium,High,1,Medium,6,11,Excellent,Low,80,2,2,5,Bad,0,1,58,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Manufacturing Director,Married,Yes,3178,No
38,1373,27,College,Very High,Medium,1,Medium,4,19,Excellent,Medium,80,2,0,4,Good,6,1,59,Y,1,Travel_Rarely,Human Resources,Other,Female,Research Scientist,Single,Yes,6560,No
44,1306,17,Doctor,High,Very High,1,Low,8,25,Excellent,Medium,80,2,34,0,Good,3,1,60,Y,1,Non-Travel,Research & Development,Life Sciences,Female,Human Resources,Divorced,Yes,12703,Yes
43,570,26,Bachelor,High,Very High,4,High,1,19,Excellent,Very High,80,3,20,5,Bad,24,1,61,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Sales Representative,Divorced,No,2000,No
32,295,13,Doctor,Very High,Medium,2,Low,3,21,Excellent,High,80,3,3,4,Better,7,1,62,Y,1,Travel_Frequently,Human Resources,Other,Male,Human Resources,Married,Yes,8045,Yes
42,467,17,Below College,Very High,Very High,5,High,7,23,Low,Low,80,2,12,1,Bad,0,1,63,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Human Resources,Married,Yes,8268,No
49,384,14,Master,Medium,Very High,1,High,2,25,Excellent,Very High,80,2,10,3,Best,0,1,64,Y,1,Non-Travel,Sales,Life Sciences,Male,Sales Executive,Divorced,Yes,7355,No
40,1261,27,College,Very High,Low,4,Low,7,25,Excellent,Medium,80,1,4,1,Bad,5,1,65,Y,1,Non-Travel,Sales,Medical,Male,Human Resources,Single,No,2000,Yes
42,735,7,Below College,Very High,High,3,High,5,24,Excellent,Low,80,1,25,2,Good,13,1,66,Y,1,Travel_Rarely,Sales,Marketing,Female,Manager,Single,Yes,10413,No
44,1453,26,Doctor,Very High,Low,5,Very High,0,12,Outstanding,High,80,1,12,6,Bad,6,1,67,Y,1,Travel_Frequently,Human Resources,Other,Female,Human Resources,Divorced,No,5478,Yes
36,901,6,Bachelor,Very High,Low,1,Very High,7,17,Excellent,High,80,0,0,3,Best,9,1,68,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Manager,Single,No,15733,Yes
26,102,9,Bachelor,Very High,Very High,3,Low,9,22,Outstanding,Very High,80,3,5,0,Best,5,1,69,Y,1,Travel_Rarely,Research & Development,Technical Degree,Female,Sales Representative,Married,Yes,8082,Yes
30,778,16,Bachelor,Very High,Very High,3,Low,9,14,Excellent,Very High,80,1,14,1,Better,0,1,70,Y,1,Travel_Rarely,Sales,Life Sciences,Female,Healthcare Representative,Married,Yes,7064,Yes
31,1460,1,Bachelor,High,Very High,3,High,6,25,Excellent,Low,80,2,0,5,Bad,13,1,71,Y,1,Travel_Rarely,Sales,Human Resources,Female,Sales Representative,Divorced,Yes,6765,No
34,1414,23,Doctor,High,Low,4,Very High,5,12,Outstanding,High,80,3,8,5,Good,16,1,72,Y,1,Travel_Frequently,Human Resources,Marketing,Male,Sales Executive,Single,Yes,6658,No
47,315,11,Doctor,Medium,Low,2,Medium,8,18,Good,Very High,80,0,14,5,Good,16,1,73,Y,1,Travel_Rarely,Sales,Technical Degree,Female,Manager,Divorced,No,6037,No
46,400,14,College,Very High,Very High,4,Very High,7,23,Excellent,High,80,3,20,0,Better,14,1,74,Y,1,Travel_Frequently,Human Resources,Life Sciences,Male,Laboratory Technician,Single,Yes,14050,No
47,224,3,College,Low,High,5,High,1,19,Outstanding,Low,80,1,5,6,Best,12,1,75,Y,1,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Divorced,No,9267,No
39,1454,23,College,Very High,High,3,High,5,18,Outstanding,Very High,80,1,16,1,Best,4,1,76,Y,1,Travel_Frequently,Sales,Medical,Male,Human Resources,Single,No,3183,Yes
41,1136,5,Below College,Medium,High,1,Low,5,19,Excellent,Very High,80,2,0,1,Good,12,1,77,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Sales Executive,Single,No,7369,Yes
26,891,27,Doctor,Low,Very High,3,High,7,20,Outstanding,High,80,0,11,3,Good,21,1,78,Y,1,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,Yes,8192,No
27,546,3,Doctor,Very High,Very High,1,Low,6,13,Excellent,Medium,80,1,19,1,Better,3,1,79,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Healthcare Representative,Divorced,No,7611,Yes
43,183,25,Doctor,High,Low,5,Very High,6,18,Outstanding,Low,80,3,14,0,Better,7,1,80,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Manager,Married,No,7148,No
25,344,12,Below College,High,Low,3,High,7,20,Excellent,High,80,2,4,2,Better,9,1,81,Y,1,Travel_Frequently,Sales,Other,Male,Sales Executive,Married,No,10210,Yes
32,664,27,College,Very High,Medium,5,High,2,12,Excellent,Medium,80,1,17,5,Best,9,1,82,Y,1,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Married,Yes,3413,No
35,316,11,Master,Very High,Medium,4,Very High,1,17,Excellent,Very High,80,0,5,5,Bad,4,1,83,Y,1,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Single,No,14530,No
24,470,12,Below College,Medium,High,2,Medium,9,21,Excellent,Very High,80,2,0,4,Good,0,1,84,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Research Director,Divorced,No,3485,No
42,128,26,Below College,High,Medium,3,Low,9,23,Excellent,High,80,1,11,5,Best,1,1,85,Y,1,Travel_Rarely,Sales,Other,Male,Manufacturing Director,Single,Yes,5806,Yes
26,809,12,College,Low,Medium,4,High,7,16,Excellent,High,80,0,11,1,Better,16,1,86,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Manager,Divorced,No,2000,No
25,646,3,Master,Low,High,1,Low,0,19,Excellent,Medium,80,1,28,1,Good,5,1,87,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Sales Representative,Divorced,No,6521,Yes
22,635,26,College,Very High,Very High,2,Medium,7,13,Low,Low,80,1,7,1,Bad,5,1,88,Y,1,Travel_Frequently,Sales,Human Resources,Female,Manufacturing Director,Married,No,7961,Yes
36,883,3,Master,Medium,High,5,Low,1,14,Good,High,80,2,0,0,Better,8,1,89,Y,1,Non-Travel,Human Resources,Marketing,Male,Manufacturing Director,Married,Yes,6134,Yes
35,442,12,Bachelor,Very High,Very High,3,High,6,14,Outstanding,Medium,80,1,9,1,Good,8,1,90,Y,1,Non-Travel,Sales,Medical,Male,Human Resources,Married,No,3013,Yes
45,1044,14,Doctor,Medium,Low,3,Low,3,24,Good,Medium,80,2,0,4,Better,0,1,91,Y,1,Travel_Rarely,Sales,Other,Female,Laboratory Technician,Single,Yes,9378,Yes
45,812,23,Doctor,Very High,Very High,1,High,1,19,Excellent,Very High,80,1,18,1,Better,9,1,92,Y,1,Non-Travel,Human Resources,Human Resources,Male,Healthcare Representative,Divorced,No,2000,No
45,1083,25,Master,Medium,High,1,Low,4,18,Excellent,Low,80,2,11,2,Best,9,1,93,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Research Director,Married,No,3538,Yes
26,512,22,College,Low,Very High,1,Medium,8,14,Excellent,Very High,80,1,12,0,Better,5,1,94,Y,1,Travel_Frequently,Sales,Marketing,Female,Human Resources,Single,No,10369,No
29,915,1,Below College,Medium,Very High,1,Low,7,23,Excellent,Very High,80,1,9,6,Good,10,1,95,Y,1,Travel_Rarely,Sales,Human Resources,Female,Sales Executive,Divorced,No,8117,Yes
29,1273,19,College,Medium,Very High,1,Medium,5,13,Excellent,High,80,0,5,1,Good,9,1,96,Y,1,Non-Travel,Research & Development,Human Resources,Female,Manufacturing Director,Divorced,No,7093,No
48,821,29,College,Very High,Very High,2,Very High,0,18,Good,Low,80,2,0,4,Best,5,1,97,Y,1,Travel_Rarely,Sales,Technical Degree,Female,Laboratory Technician,Single,Yes,6046,No
48,461,29,Bachelor,Medium,Medium,3,Very High,7,13,Outstanding,High,80,1,0,2,Good,9,1,98,Y,1,Travel_Rarely,Sales,Human Resources,Male,Research Director,Married,No,7178,No
18,683,7,College,Low,Very High,5,Low,6,25,Excellent,Low,80,2,1,0,Best,11,1,99,Y,1,Non-Travel,Human Resources,Medical,Female,Sales Executive,Single,Yes,4982,Yes
20,1323,14,Bachelor,High,High,5,Medium,5,19,Low,Low,80,0,13,2,Bad,0,1,100,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Laboratory Technician,Divorced,Yes,8795,No
49,338,9,Master,High,High,3,Medium,6,17,Excellent,High,80,1,6,0,Good,0,1,101,Y,1,Non-Travel,Sales,Other,Male,Sales Executive,Single,Yes,2000,No
47,678,12,Below College,High,Low,3,Very High,1,13,Excellent,High,80,3,9,1,Good,3,1,102,Y,1,Travel_Frequently,Human Resources,Marketing,Male,Sales Representative,Single,No,8748,Yes
27,346,13,Below College,Very High,Low,4,High,3,19,Excellent,Very High,80,3,6,6,Good,8,1,103,Y,1,Travel_Frequently,Human Resources,Marketing,Male,Human Resources,Single,No,2647,Yes
51,149,27,Master,High,Low,5,Very High,1,21,Excellent,Low,80,0,3,4,Better,0,1,104,Y,1,Travel_Frequently,Sales,Medical,Female,Sales Representative,Single,No,7382,No
22,645,12,Bachelor,High,Low,2,Low,8,14,Excellent,Medium,80,3,12,5,Best,10,1,105,Y,1,Non-Travel,Human Resources,Technical Degree,Male,Laboratory Technician,Single,Yes,13629,Yes
54,1252,23,College,Very High,High,1,Medium,6,21,Excellent,High,80,0,12,0,Good,16,1,106,Y,1,Travel_Rarely,Research & Development,Human Resources,Female,Human Resources,Single,Yes,8734,No
42,1305,4,Bachelor,Medium,Low,2,High,7,17,Excellent,Low,80,1,4,3,Good,12,1,107,Y,1,Non-Travel,Sales,Life Sciences,Male,Research Director,Divorced,No,10610,No
40,1433,24,College,High,Medium,1,Medium,2,16,Good,Low,80,1,7,4,Best,6,1,108,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,3737,No
42,1229,18,Below College,Low,Very High,2,Very High,4,12,Outstanding,High,80,1,14,4,Better,8,1,109,Y,1,Travel_Rarely,Sales,Other,Male,Research Scientist,Single,No,3740,Yes
38,449,4,Doctor,Medium,Very High,5,High,3,19,Excellent,Low,80,2,7,5,Good,6,1,110,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Manager,Divorced,No,9567,Yes
36,513,21,Bachelor,Medium,High,5,Medium,0,25,Excellent,Very High,80,0,20,0,Best,8,1,111,Y,1,Non-Travel,Sales,Human Resources,Female,Human Resources,Divorced,Yes,8270,No
35,268,1,Doctor,Low,Low,1,Medium,3,14,Excellent,Low,80,1,8,2,Best,5,1,112,Y,1,Travel_Rarely,Research & Development,Marketing,Male,Manager,Single,Yes,11741,No
48,851,7,Bachelor,High,High,1,Low,1,11,Excellent,Low,80,3,20,2,Good,4,1,113,Y,1,Travel_Frequently,Research & Development,Other,Female,Human Resources,Divorced,Yes,4108,Yes
29,152,22,Below College,Medium,High,4,Medium,6,14,Excellent,Medium,80,2,3,4,Good,9,1,114,Y,1,Travel_Frequently,Research & Development,Human Resources,Female,Manager,Married,Yes,5332,No
38,293,11,Bachelor,Low,Medium,2,Very High,2,15,Excellent,Low,80,2,21,6,Best,3,1,115,Y,1,Non-Travel,Sales,Technical Degree,Male,Human Resources,Single,No,2900,No
34,1384,13,Bachelor,Low,Very High,4,Medium,6,20,Excellent,High,80,2,4,6,Best,9,1,116,Y,1,Travel_Rarely,Sales,Medical,Female,Research Scientist,Single,Yes,2000,Yes
31,749,2,Doctor,High,Low,1,High,0,24,Excellent,Medium,80,0,15,4,Good,0,1,117,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Manager,Divorced,No,2857,Yes
35,673,5,Doctor,High,High,5,Low,5,12,Excellent,Very High,80,1,0,0,Better,0,1,118,Y,1,Travel_Rarely,Sales,Other,Female,Manager,Divorced,No,7349,Yes
45,1415,29,Master,Low,Medium,3,Medium,2,11,Excellent,Medium,80,2,29,6,Best,0,1,119,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Manufacturing Director,Single,No,7564,No
43,1129,16,College,Medium,Low,5,Low,1,12,Excellent,Medium,80,3,9,4,Best,8,1,120,Y,1,Travel_Rarely,Human Resources,Human Resources,Male,Healthcare Representative,Married,No,5769,Yes
58,349,1,Master,Very High,Low,3,High,3,13,Excellent,Low,80,1,14,5,Better,0,1,121,Y,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,3904,No
49,833,11,Master,High,Low,2,Very High,5,11,Excellent,Low,80,1,13,4,Better,7,1,122,Y,1,Non-Travel,Sales,Marketing,Male,Sales Representative,Married,Yes,2000,Yes
45,802,3,College,Low,Low,3,Very High,0,19,Excellent,Medium,80,3,0,3,Better,2,1,123,Y,1,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Divorced,No,2000,No
40,1168,5,Below College,High,Medium,4,Medium,7,17,Excellent,Very High,80,0,8,0,Best,16,1,124,Y,1,Non-Travel,Human Resources,Technical Degree,Male,Research Director,Single,No,16149,Yes
35,1318,19,Bachelor,High,Medium,1,Very High,4,15,Excellent,Medium,80,3,12,3,Good,4,1,125,Y,1,Travel_Rarely,Research & Development,Other,Female,Sales Representative,Single,No,3962,Yes
43,183,14,Doctor,Low,Medium,1,Very High,0,25,Excellent,Low,80,0,18,1,Best,2,1,126,Y,1,Non-Travel,Human Resources,Human Resources,Female,Research Scientist,Married,No,2000,No
27,379,23,Doctor,Very High,Medium,2,Low,6,18,Excellent,High,80,3,6,1,Good,9,1,127,Y,1,Travel_Rarely,Human Resources,Marketing,Female,Research Scientist,Single,Yes,20000,Yes
51,1153,4,College,Low,Low,3,Medium,7,19,Excellent,Very High,80,2,30,1,Best,6,1,128,Y,1,Travel_Frequently,Human Resources,Marketing,Female,Sales Executive,Single,Yes,2000,No
36,265,3,Below College,High,High,5,High,8,16,Excellent,Very High,80,0,5,1,Good,4,1,129,Y,1,Travel_Rarely,Research & Development,Other,Male,Sales Executive,Divorced,Yes,2000,Yes
40,292,2,Bachelor,High,High,5,High,7,21,Excellent,Low,80,3,7,3,Good,9,1,130,Y,1,Travel_Frequently,Sales,Human Resources,Female,Human Resources,Single,No,13904,No
44,926,17,Below College,Very High,Low,4,Low,4,25,Excellent,High,80,3,14,0,Best,0,1,131,Y,1,Non-Travel,Sales,Marketing,Male,Sales Representative,Married,Yes,5676,Yes
36,1418,6,Below College,Medium,Very High,2,Medium,5,19,Excellent,Medium,80,3,11,0,Best,13,1,132,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,7623,No
51,1221,7,College,Very High,Medium,1,Very High,2,23,Excellent,High,80,0,18,5,Better,10,1,133,Y,1,Travel_Frequently,Research & Development,Medical,Male,Manager,Divorced,No,3245,No
36,774,6,Doctor,Medium,High,4,High,0,12,Outstanding,Very High,80,0,12,2,Best,10,1,134,Y,1,Travel_Rarely,Human Resources,Medical,Female,Research Scientist,Single,No,2000,Yes
41,636,26,Master,High,Very High,1,High,6,19,Excellent,Low,80,1,12,1,Good,11,1,135,Y,1,Travel_Frequently,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,6045,Yes
29,995,29,Bachelor,Low,Medium,5,Low,3,20,Outstanding,Medium,80,2,25,1,Bad,7,1,136,Y,1,Travel_Rarely,Human Resources,Other,Female,Manufacturing Director,Single,No,2567,Yes
37,1411,15,Below College,High,High,5,Very High,7,17,Excellent,Very High,80,1,2,6,Better,2,1,137,Y,1,Non-Travel,Human Resources,Marketing,Male,Healthcare Representative,Single,Yes,2000,Yes
45,1206,4,Below College,Medium,Medium,5,Medium,6,13,Excellent,Low,80,3,13,0,Best,3,1,138,Y,1,Non-Travel,Human Resources,Other,Female,Sales Representative,Married,No,5286,Yes
