Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
51,726,7,College,Very High,Very High,3,High,9,11,Excellent,Low,80,0,1,2,Better,6,1,56,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Human Resources,Single,Yes,2744,No
32,1372,11,College,Very High,High,1,Low,5,15,Excellent,Very High,80,3,14,3,Good,7,1,57,Y,1,Non-Travel,Research & Development,Human Resources,Male,Healthcare Representative,Single,Yes,10868,Yes
41,447,22,Bachelor,High,Very High,5,High,7,16,Excellent,Medium,80,0,10,3,Best,1,1,58,Y,1,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,No,7136,No
42,1263,24,Master,Low,Medium,1,Medium,0,17,Excellent,High,80,2,15,1,Best,6,1,59,Y,1,Non-Travel,Human Resources,Other,Female,Human Resources,Married,No,7059,No
39,1445,15,Master,Very High,Very High,3,Medium,4,11,Excellent,High,80,2,5,1,Best,15,1,60,Y,1,Travel_Frequently,Sales,Medical,Female,Research Scientist,Single,No,10790,Yes
40,240,23,Below College,Medium,Medium,5,High,9,25,Excellent,Low,80,2,0,6,Better,14,1,61,Y,1,Travel_Rarely,Sales,Technical Degree,Female,Human Resources,Divorced,No,3418,No
41,1315,9,Below College,Very High,Very High,1,Low,2,16,Outstanding,Medium,80,0,0,5,Bad,3,1,62,Y,1,Non-Travel,Sales,Life Sciences,Female,Research Director,Single,Yes,2000,Yes
13,416,1,Master,Low,Low,3,Medium,5,20,Low,High,80,3,0,4,Good,13,1,63,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,9178,No
40,174,11,Master,Very High,Medium,3,Very High,7,24,Outstanding,Medium,80,3,0,5,Better,1,1,64,Y,1,Travel_Rarely,Sales,Medical,Male,Research Director,Single,No,2000,Yes
52,802,12,Master,Very High,Very High,3,Low,0,23,Excellent,Low,80,3,16,5,Good,0,1,65,Y,1,Travel_Frequently,Research & Development,Other,Male,Manufacturing Director,Married,Yes,3401,Yes
43,159,22,College,Very High,Very High,1,Medium,1,22,Excellent,Low,80,3,12,2,Bad,0,1,66,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Laboratory Technician,Divorced,Yes,10031,No
50,452,2,Doctor,Medium,Medium,4,Medium,1,12,Excellent,High,80,3,18,3,Best,9,1,67,Y,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,11124,No
29,348,19,College,Medium,Low,2,Very High,7,17,Excellent,Medium,80,2,11,1,Good,0,1,68,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Research Director,Single,No,8006,No
46,1316,15,Bachelor,High,Very High,1,High,0,20,Excellent,Medium,80,2,7,0,Best,9,1,69,Y,1,Non-Travel,Sales,Marketing,Female,Research Director,Divorced,No,4363,No
42,1143,10,Bachelor,High,Low,1,Low,3,20,Excellent,Low,80,0,11,0,Bad,15,1,70,Y,1,Non-Travel,Research & Development,Technical Degree,Male,Research Director,Married,Yes,17001,Yes
56,237,12,Doctor,Low,Very High,3,Low,8,16,Excellent,Very High,80,1,9,5,Best,17,1,71,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Manufacturing Director,Single,No,5870,Yes
41,1162,6,Doctor,High,Medium,4,Medium,6,17,Excellent,Medium,80,2,18,0,Good,7,1,72,Y,1,Travel_Rarely,Sales,Human Resources,Male,Manager,Married,Yes,2000,No
26,1267,25,Doctor,Low,Very High,3,Low,2,14,Excellent,Medium,80,0,8,6,Bad,11,1,73,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Sales Executive,Divorced,Yes,4644,Yes
49,1284,17,Master,Medium,High,5,Medium,5,23,Outstanding,Low,80,3,6,5,Better,0,1,74,Y,1,Non-Travel,Human Resources,Life Sciences,Female,Research Scientist,Divorced,No,4457,Yes
15,1369,9,Master,High,Medium,5,Very High,2,15,Good,Low,80,2,9,1,Best,6,1,75,Y,1,Travel_Frequently,Research & Development,Technical Degree,Male,Human Resources,Married,No,13522,No
28,474,17,Below College,Low,Very High,4,Medium,1,13,Low,High,80,1,13,1,Good,3,1,76,Y,1,Non-Travel,Sales,Life Sciences,Female,Healthcare Representative,Single,No,6117,Yes
33,588,14,Doctor,Very High,Very High,4,Medium,8,14,Excellent,Low,80,3,3,4,Good,6,1,77,Y,1,Travel_Frequently,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,Yes,7719,No
37,595,19,Below College,Medium,High,4,Very High,9,14,Excellent,High,80,1,6,3,Best,9,1,78,Y,1,Non-Travel,Research & Development,Other,Male,Human Resources,Divorced,No,2000,Yes
34,1017,20,Bachelor,Very High,High,4,High,8,16,Excellent,Low,80,3,10,1,Bad,5,1,79,Y,1,Non-Travel,Human Resources,Marketing,Male,Manufacturing Director,Single,No,5493,Yes
24,269,23,Below College,Low,Very High,4,Very High,3,13,Excellent,High,80,2,1,0,Good,0,1,80,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Manufacturing Director,Divorced,Yes,3019,Yes
27,1058,9,College,High,Medium,5,Low,0,13,Excellent,Low,80,2,18,1,Good,2,1,81,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Sales Executive,Married,Yes,14084,Yes
34,258,2,Master,Medium,Very High,3,Low,5,24,Excellent,High,80,1,26,3,Best,6,1,82,Y,1,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,12882,Yes
41,946,7,Doctor,High,Medium,2,Medium,9,13,Excellent,Very High,80,2,23,3,Better,9,1,83,Y,1,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,2489,Yes
41,445,12,Bachelor,Medium,Very High,1,Very High,2,22,Excellent,High,80,0,0,3,Better,13,1,84,Y,1,Travel_Frequently,Research & Development,Life Sciences,Male,Sales Representative,Single,Yes,7837,Yes
28,1499,6,Doctor,Very High,Medium,2,Very High,9,12,Excellent,Medium,80,0,16,6,Best,2,1,85,Y,1,Travel_Rarely,Human Resources,Other,Female,Healthcare Representative,Married,Yes,2000,No
34,438,28,Doctor,Very High,Medium,1,Medium,0,17,Outstanding,Low,80,3,13,1,Best,4,1,86,Y,1,Travel_Frequently,Sales,Other,Male,Research Director,Married,Yes,11982,No
31,261,8,College,Medium,Very High,2,High,3,14,Outstanding,Very High,80,0,5,2,Good,15,1,87,Y,1,Non-Travel,Sales,Medical,Female,Manufacturing Director,Divorced,No,8378,No
28,1305,1,Doctor,Very High,Low,2,Medium,2,17,Outstanding,Low,80,3,8,6,Bad,9,1,88,Y,1,Travel_Frequently,Research & Development,Human Resources,Female,Manager,Married,Yes,4207,Yes
43,1048,9,Bachelor,Very High,High,3,Medium,3,16,Good,Medium,80,3,3,6,Best,13,1,89,Y,1,Travel_Frequently,Sales,Other,Male,Healthcare Representative,Married,No,2569,Yes
30,1494,18,Bachelor,High,Low,3,High,4,25,Excellent,Low,80,1,9,2,Good,0,1,90,Y,1,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,Yes,5851,No
57,743,21,College,High,Medium,4,Very High,1,24,Excellent,Low,80,2,11,6,Better,5,1,91,Y,1,Travel_Frequently,Human Resources,Life Sciences,Male,Human Resources,Single,No,6027,Yes
49,607,12,College,High,Low,3,Medium,5,11,Excellent,Medium,80,2,0,0,Good,1,1,92,Y,1,Travel_Rarely,Research & Development,Other,Male,Research Director,Divorced,No,2072,No
58,807,15,Doctor,High,Very High,5,High,6,20,Excellent,Low,80,1,14,4,Bad,1,1,93,Y,1,Travel_Rarely,Sales,Medical,Female,Manager,Divorced,Yes,2566,No
24,526,24,Doctor,Medium,Medium,5,Very High,1,11,Excellent,Low,80,2,2,0,Better,13,1,94,Y,1,Travel_Frequently,Sales,Other,Male,Manufacturing Director,Married,No,14870,No
24,1410,3,College,High,Medium,2,High,2,18,Excellent,Low,80,2,1,0,Bad,4,1,95,Y,1,Non-Travel,Human Resources,Medical,Male,Laboratory Technician,Single,No,8494,No
32,1388,20,Bachelor,High,High,2,Low,3,22,Excellent,Low,80,1,10,4,Better,5,1,96,Y,1,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,8665,Yes
59,428,17,Doctor,Medium,Medium,3,Medium,9,14,Outstanding,Low,80,1,26,0,Best,7,1,97,Y,1,Travel_Frequently,Research & Development,Other,Female,Sales Representative,Married,Yes,9527,Yes
35,874,16,Doctor,High,High,1,Low,5,14,Excellent,Medium,80,3,14,0,Best,3,1,98,Y,1,Travel_Frequently,Human Resources,Medical,Female,Human Resources,Single,Yes,11346,Yes
46,1074,24,Bachelor,Medium,Low,4,Very High,6,18,Outstanding,Very High,80,0,16,4,Best,6,1,99,Y,1,Travel_Frequently,Sales,Other,Female,Research Scientist,Married,Yes,8057,Yes
22,350,27,Master,Low,Very High,4,Very High,3,21,Outstanding,High,80,3,0,4,Better,0,1,100,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Married,No,4170,No
42,679,28,College,High,High,4,Very High,0,14,Excellent,Very High,80,3,14,0,Best,0,1,101,Y,1,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,2000,No
51,1063,29,Master,Low,Very High,2,Very High,5,15,Excellent,Low,80,0,5,5,Good,8,1,102,Y,1,Travel_Frequently,Sales,Technical Degree,Male,Sales Executive,Single,No,13948,No
43,257,25,College,Very High,Very High,2,Very High,2,15,Good,High,80,2,16,1,Good,20,1,103,Y,1,Travel_Frequently,Sales,Other,Male,Human Resources,Single,No,7323,No
46,223,14,Master,Low,High,5,High,5,12,Excellent,High,80,2,15,4,Better,9,1,104,Y,1,Travel_Frequently,Human Resources,Marketing,Female,Healthcare Representative,Single,Yes,8577,Yes
42,772,17,College,Low,Medium,4,High,1,11,Excellent,Medium,80,1,23,0,Good,9,1,105,Y,1,Travel_Rarely,Sales,Human Resources,Female,Sales Executive,Divorced,Yes,10281,No
45,1095,25,College,Low,Very High,4,Very High,7,16,Excellent,Medium,80,3,8,1,Bad,3,1,106,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,2000,No
26,532,29,College,Low,High,3,High,5,17,Excellent,Medium,80,2,34,3,Better,5,1,107,Y,1,Non-Travel,Human Resources,Technical Degree,Male,Healthcare Representative,Divorced,Yes,8888,Yes
38,1357,18,Below College,Medium,Very High,2,Low,6,22,Excellent,Medium,80,2,17,0,Best,12,1,108,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Research Scientist,Divorced,No,10368,Yes
35,1452,2,College,Medium,Medium,4,Very High,4,17,Excellent,Low,80,1,0,3,Best,7,1,109,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Single,No,4941,No
56,1352,29,Master,Low,Low,2,Medium,8,25,Excellent,Medium,80,0,10,0,Good,7,1,110,Y,1,Travel_Frequently,Human Resources,Other,Male,Research Director,Divorced,No,5030,No
43,498,11,Bachelor,Very High,Low,4,Low,1,22,Excellent,Medium,80,3,12,6,Good,10,1,111,Y,1,Non-Travel,Sales,Technical Degree,Female,Research Director,Divorced,Yes,6526,Yes
47,758,14,Doctor,High,Very High,3,Low,0,23,Outstanding,High,80,0,23,4,Bad,13,1,112,Y,1,Non-Travel,Research & Development,Medical,Male,Research Scientist,Married,No,8999,Yes
42,649,18,Bachelor,Very High,Low,3,High,5,20,Excellent,Medium,80,2,7,6,Best,9,1,113,Y,1,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,No,3858,No
54,339,7,College,Medium,Very High,4,Very High,7,25,Excellent,Very High,80,0,20,4,Better,14,1,114,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Sales Representative,Single,No,2432,No
37,306,29,Bachelor,High,Low,2,Medium,6,11,Excellent,Low,80,1,0,1,Better,0,1,115,Y,1,Travel_Rarely,Research & Development,Other,Male,Manager,Divorced,Yes,2198,No
35,1110,12,Below College,Low,Very High,4,High,0,16,Excellent,Very High,80,2,7,3,Best,2,1,116,Y,1,Travel_Frequently,Sales,Other,Male,Laboratory Technician,Divorced,No,3833,No
42,726,10,Doctor,Medium,Medium,4,High,3,11,Excellent,High,80,0,18,2,Better,12,1,117,Y,1,Non-Travel,Human Resources,Human Resources,Male,Laboratory Technician,Divorced,No,2199,No
29,774,3,Doctor,Low,Medium,1,Low,0,16,Excellent,Medium,80,3,16,0,Bad,4,1,118,Y,1,Travel_Rarely,Sales,Medical,Male,Manager,Married,No,7170,Yes
33,586,25,Below College,Low,High,4,Medium,8,25,Excellent,Very High,80,0,21,3,Best,1,1,119,Y,1,Travel_Frequently,Sales,Human Resources,Male,Laboratory Technician,Divorced,Yes,17874,Yes
32,209,5,Master,Medium,Low,5,Low,2,24,Excellent,Medium,80,0,4,3,Good,0,1,120,Y,1,Travel_Frequently,Human Resources,Other,Male,Sales Representative,Divorced,No,4952,Yes
22,953,20,Doctor,Very High,Low,3,High,3,13,Outstanding,Medium,80,1,3,2,Best,3,1,121,Y,1,Travel_Rarely,Human Resources,Medical,Male,Manager,Married,No,10033,No
19,330,13,College,High,Very High,1,Low,9,12,Good,Low,80,1,15,5,Best,6,1,122,Y,1,Non-Travel,Human Resources,Other,Male,Sales Representative,Married,Yes,6383,Yes
33,1200,6,Master,High,High,2,Low,5,25,Outstanding,Very High,80,3,25,3,Best,2,1,123,Y,1,Travel_Rarely,Human Resources,Technical Degree,Female,Manager,Divorced,Yes,10556,Yes
41,616,14,College,Low,Low,2,Medium,7,21,Excellent,Medium,80,2,10,4,Good,12,1,124,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Healthcare Representative,Married,No,13691,No
21,1324,2,Bachelor,Medium,Low,5,Low,4,14,Excellent,Very High,80,0,15,5,Best,0,1,125,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Human Resources,Single,Yes,3098,Yes
34,155,19,Below College,Low,Medium,4,Very High,8,12,Excellent,Very High,80,2,9,4,Bad,13,1,126,Y,1,Travel_Rarely,Sales,Technical Degree,Female,Sales Representative,Married,Yes,17119,No
43,248,24,Master,Very High,High,5,Low,3,23,Excellent,Very High,80,0,17,0,Good,0,1,127,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Sales Executive,Married,Yes,4792,Yes
29,1353,4,Below College,Medium,High,1,High,5,14,Excellent,Low,80,3,8,3,Better,1,1,128,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Sales Representative,Single,No,10232,No
36,1412,8,Master,Very High,Low,1,Very High,8,19,Excellent,Medium,80,1,6,6,Better,2,1,129,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Manager,Single,Yes,12336,Yes
45,1217,26,Doctor,Very High,Low,3,High,7,19,Excellent,Low,80,1,1,2,Bad,2,1,130,Y,1,Non-Travel,Sales,Technical Degree,Female,Laboratory Technician,Single,No,2000,Yes
41,187,19,Below College,Medium,Medium,3,High,2,11,Excellent,Medium,80,1,5,4,Better,10,1,131,Y,1,Non-Travel,Research & Development,Medical,Male,Sales Representative,Single,No,3023,No
19,840,4,College,Low,Low,1,High,5,22,Excellent,Very High,80,2,19,4,Good,3,1,132,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Manufacturing Director,Married,Yes,7129,Yes
34,1324,12,Doctor,Low,Medium,3,Low,4,13,Excellent,High,80,0,3,5,Good,10,1,133,Y,1,Travel_Frequently,Sales,Human Resources,Male,Research Scientist,Single,No,3156,Yes
37,671,26,Bachelor,Low,Medium,5,High,4,11,Outstanding,Medium,80,2,1,4,Better,11,1,134,Y,1,Non-Travel,Sales,Other,Female,Research Director,Married,No,10422,No
29,238,19,Doctor,Very High,Low,5,Low,9,14,Excellent,Very High,80,1,25,5,Best,3,1,135,Y,1,Travel_Rarely,Human Resources,Life Sciences,Female,Sales Representative,Single,No,7704,Yes
39,240,22,Bachelor,Very High,Very High,5,High,6,23,Excellent,High,80,3,0,2,Bad,14,1,136,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Manager,Divorced,No,2980,Yes
48,334,10,Bachelor,High,High,4,Low,8,23,Excellent,Medium,80,2,0,6,Bad,23,1,137,Y,1,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Single,No,8494,Yes
