Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
34,398,20,College,Low,Low,2,High,4,20,Excellent,Low,80,1,9,4,Good,17,1,25,Y,1,Travel_Rarely,Sales,Medical,Male,Healthcare Representative,Divorced,Yes,10602,Yes
25,479,10,Bachelor,Low,Very High,2,High,5,14,Excellent,Medium,80,3,13,2,Bad,9,1,26,Y,1,Travel_Rarely,Sales,Human Resources,Female,Laboratory Technician,Single,Yes,4627,No
31,811,27,Master,High,High,5,Medium,4,18,Excellent,High,80,2,18,0,Good,0,1,27,Y,1,Travel_Rarely,Sales,Human Resources,Female,Healthcare Representative,Married,No,9506,No
43,552,11,Below College,Low,Very High,1,High,0,19,Excellent,Low,80,0,24,2,Best,3,1,28,Y,1,Travel_Frequently,Research & Development,Other,Male,Sales Executive,Married,No,3023,Yes
26,758,9,Doctor,Very High,High,1,Low,9,23,Excellent,Medium,80,0,12,5,Best,0,1,29,Y,1,Travel_Rarely,Sales,Medical,Female,Research Scientist,Single,No,3451,Yes
33,448,16,Bachelor,Very High,Very High,5,High,9,16,Excellent,High,80,0,24,6,Bad,0,1,30,Y,1,Non-Travel,Human Resources,Medical,Male,Research Scientist,Divorced,No,2000,Yes
50,775,29,Below College,Medium,Very High,1,Medium,0,12,Excellent,Very High,80,0,10,0,Better,0,1,31,Y,1,Non-Travel,Sales,Medical,Male,Human Resources,Single,Yes,8385,No
25,1231,24,Master,High,Low,3,Low,4,22,Excellent,Low,80,3,1,1,Better,5,1,32,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married,No,4356,Yes
42,914,16,Master,Medium,Very High,1,Very High,4,21,Excellent,Low,80,0,21,2,Better,0,1,33,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Sales Executive,Single,Yes,4052,Yes
24,1483,18,Below College,Very High,High,2,High,8,19,Excellent,Very High,80,2,1,0,Bad,13,1,34,Y,1,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,No,3658,Yes
43,625,7,Bachelor,Very High,Very High,1,High,9,12,Excellent,Very High,80,2,21,5,Better,15,1,35,Y,1,Travel_Frequently,Research & Development,Human Resources,Female,Laboratory Technician,Married,No,6011,Yes
45,1030,4,College,Medium,Medium,5,Very High,4,18,Outstanding,High,80,3,2,1,Good,6,1,36,Y,1,Travel_Frequently,Research & Development,Other,Male,Healthcare Representative,Divorced,Yes,13046,Yes
34,305,18,College,High,Low,1,Medium,2,20,Excellent,Very High,80,3,20,5,Bad,12,1,37,Y,1,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married,Yes,8730,Yes
43,305,16,Below College,Low,Medium,2,High,6,25,Excellent,High,80,2,24,0,Good,21,1,38,Y,1,Travel_Rarely,Human Resources,Marketing,Male,Sales Representative,Married,Yes,11245,Yes
16,598,21,College,Medium,Low,3,Very High,6,20,Excellent,High,80,1,20,1,Better,10,1,39,Y,1,Travel_Frequently,Research & Development,Other,Male,Healthcare Representative,Divorced,No,2000,No
35,970,19,Master,Medium,Medium,2,Low,6,21,Low,Very High,80,0,1,0,Best,5,1,40,Y,1,Non-Travel,Human Resources,Other,Male,Sales Executive,Married,Yes,8695,Yes
41,243,12,Bachelor,Medium,Low,3,Low,3,22,Excellent,Medium,80,0,17,6,Good,3,1,41,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Healthcare Representative,Divorced,No,10545,Yes
39,448,9,Master,Low,High,5,Very High,5,21,Good,Very High,80,1,7,2,Best,10,1,42,Y,1,Non-Travel,Human Resources,Other,Female,Manager,Married,Yes,12618,No
28,1074,2,Master,Very High,Very High,2,Low,5,24,Excellent,High,80,1,0,5,Best,0,1,43,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Research Director,Married,Yes,2717,Yes
35,218,17,Master,Medium,Medium,1,Medium,5,18,Excellent,Low,80,3,3,0,Best,6,1,44,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Research Director,Married,Yes,6492,Yes
38,1113,7,Doctor,Low,Very High,1,Medium,8,24,Good,High,80,1,8,1,Bad,2,1,45,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Research Director,Divorced,Yes,3411,Yes
27,293,26,Bachelor,High,High,5,Medium,0,16,Excellent,Low,80,1,2,6,Best,19,1,46,Y,1,Travel_Frequently,Research & Development,Marketing,Female,Research Scientist,Divorced,No,10504,Yes
34,1432,18,Bachelor,Low,Low,1,Medium,3,23,Excellent,High,80,2,11,3,Good,8,1,47,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Married,Yes,7783,No
39,569,10,Below College,Medium,Very High,2,Medium,6,11,Excellent,Medium,80,3,17,4,Better,0,1,48,Y,1,Travel_Frequently,Human Resources,Medical,Male,Sales Executive,Divorced,Yes,11043,No
38,576,12,Below College,High,Low,5,Medium,5,15,Outstanding,High,80,2,14,4,Best,0,1,49,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Laboratory Technician,Single,No,2000,Yes
50,1069,7,College,Low,Very High,3,High,5,19,Excellent,Low,80,0,25,1,Bad,0,1,50,Y,1,Non-Travel,Research & Development,Other,Female,Sales Representative,Single,Yes,5748,Yes
46,690,21,Below College,High,Low,2,High,4,22,Outstanding,Medium,80,3,24,5,Better,13,1,51,Y,1,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,7326,No
38,326,6,Doctor,Low,Very High,1,High,2,23,Excellent,Very High,80,0,5,3,Best,8,1,52,Y,1,Travel_Rarely,Research & Development,Other,Male,Manager,Divorced,No,3176,No
34,541,5,Below College,High,Low,1,Low,3,18,Outstanding,Very High,80,2,32,0,Good,3,1,53,Y,1,Travel_Frequently,Sales,Medical,Female,Human Resources,Married,Yes,12284,Yes
32,1066,1,College,Low,Very High,4,High,1,14,Excellent,Very High,80,0,26,1,Best,11,1,54,Y,1,Travel_Frequently,Human Resources,Human Resources,Male,Healthcare Representative,Divorced,No,3926,Yes
23,893,19,Master,High,Low,4,Medium,0,19,Excellent,High,80,3,0,0,Better,4,1,55,Y,1,Travel_Rarely,Human Resources,Marketing,Male,Research Scientist,Divorced,No,10080,Yes
37,1053,12,College,High,Very High,5,Medium,4,12,Excellent,Very High,80,2,3,1,Better,7,1,56,Y,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,No,3254,Yes
43,1096,2,Master,Very High,Very High,5,Low,0,13,Good,Medium,80,3,7,5,Best,0,1,57,Y,1,Travel_Rarely,Human Resources,Other,Male,Sales Executive,Married,No,2427,Yes
40,668,22,College,Very High,High,2,Low,6,20,Excellent,Very High,80,0,16,4,Bad,15,1,58,Y,1,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,No,6515,Yes
44,945,15,Doctor,Medium,Low,1,Low,6,20,Outstanding,Medium,80,3,4,4,Good,8,1,59,Y,1,Non-Travel,Human Resources,Marketing,Female,Laboratory Technician,Single,No,16092,Yes
60,843,17,College,Medium,Low,5,Very High,0,21,Excellent,Low,80,1,21,5,Best,17,1,60,Y,1,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,Yes,5849,No
36,884,10,Bachelor,Low,Low,4,Very High,7,21,Outstanding,Medium,80,1,10,0,Good,9,1,61,Y,1,Non-Travel,Sales,Other,Male,Sales Representative,Single,No,2000,Yes
36,1480,27,Master,Very High,High,4,Very High,2,20,Excellent,Low,80,2,12,4,Better,10,1,62,Y,1,Non-Travel,Research & Development,Marketing,Male,Sales Representative,Married,Yes,16920,No
35,128,13,Below College,High,High,5,High,1,12,Excellent,High,80,3,6,5,Bad,17,1,63,Y,1,Non-Travel,Research & Development,Marketing,Male,Laboratory Technician,Married,Yes,2482,No
47,670,27,Master,Medium,Medium,1,Low,7,24,Outstanding,Very High,80,1,12,3,Best,10,1,64,Y,1,Non-Travel,Human Resources,Medical,Male,Human Resources,Divorced,No,2000,Yes
37,1338,2,Doctor,Very High,Medium,4,High,4,22,Low,Very High,80,3,15,1,Best,5,1,65,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Married,No,6515,No
42,1328,12,Master,High,Medium,1,Low,2,16,Excellent,Very High,80,3,13,6,Best,8,1,66,Y,1,Non-Travel,Research & Development,Marketing,Male,Research Scientist,Married,Yes,6036,Yes
45,1204,14,Below College,Very High,Very High,3,Low,7,15,Excellent,Low,80,3,18,5,Bad,7,1,67,Y,1,Travel_Frequently,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,2601,Yes
34,1261,9,Bachelor,High,High,5,High,8,13,Excellent,Very High,80,0,0,2,Best,3,1,68,Y,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,15436,No
41,290,10,Bachelor,Very High,Medium,2,Medium,2,18,Excellent,High,80,0,19,3,Best,9,1,69,Y,1,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,Married,No,5771,Yes
44,1436,6,Doctor,High,Very High,3,Very High,1,16,Outstanding,Very High,80,2,4,6,Bad,11,1,70,Y,1,Non-Travel,Research & Development,Marketing,Male,Research Scientist,Single,No,6715,Yes
40,989,13,Master,High,Very High,4,Medium,5,20,Excellent,Very High,80,3,23,6,Bad,7,1,71,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Human Resources,Single,No,6028,No
25,142,13,Below College,High,Medium,5,Low,3,25,Outstanding,Medium,80,0,12,6,Good,19,1,72,Y,1,Travel_Frequently,Sales,Human Resources,Male,Human Resources,Single,Yes,10962,Yes
15,1386,17,College,Very High,High,2,High,7,11,Excellent,High,80,1,10,2,Better,2,1,73,Y,1,Non-Travel,Human Resources,Medical,Male,Sales Executive,Divorced,Yes,9668,No
43,243,19,Doctor,Very High,Medium,3,High,2,15,Excellent,Medium,80,0,15,3,Good,15,1,74,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Healthcare Representative,Single,No,8188,No
47,1276,10,Master,Medium,Very High,5,Low,1,23,Excellent,Very High,80,2,11,4,Bad,10,1,75,Y,1,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Married,No,12175,Yes
32,438,19,Bachelor,Low,Low,1,High,1,15,Excellent,Very High,80,1,21,4,Better,6,1,76,Y,1,Non-Travel,Research & Development,Marketing,Female,Manufacturing Director,Married,Yes,5668,Yes
63,518,20,Below College,Very High,Very High,4,Low,0,12,Excellent,Medium,80,3,11,6,Good,1,1,77,Y,1,Travel_Frequently,Human Resources,Medical,Female,Research Scientist,Single,No,2000,Yes
44,176,14,Bachelor,Very High,Low,2,Low,8,15,Excellent,Very High,80,1,5,4,Best,10,1,78,Y,1,Non-Travel,Research & Development,Other,Female,Healthcare Representative,Married,Yes,2000,Yes
26,377,25,Master,High,Medium,5,Medium,2,23,Excellent,Very High,80,1,14,2,Better,7,1,79,Y,1,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced,Yes,2000,Yes
40,414,16,Master,Very High,High,4,Low,8,24,Excellent,Medium,80,0,26,5,Bad,5,1,80,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Manufacturing Director,Divorced,Yes,5137,Yes
34,259,3,Below College,Low,Medium,2,Low,5,13,Excellent,Medium,80,0,6,2,Better,11,1,81,Y,1,Non-Travel,Sales,Life Sciences,Male,Research Scientist,Divorced,Yes,10547,Yes
46,799,20,Below College,Medium,Low,3,Very High,3,18,Excellent,Low,80,3,5,6,Good,5,1,82,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Manager,Divorced,Yes,8793,No
33,221,22,Below College,Low,Medium,3,Very High,2,13,Outstanding,Medium,80,0,9,1,Best,15,1,83,Y,1,Travel_Rarely,Sales,Technical Degree,Female,Research Scientist,Married,No,8817,No
43,1267,3,Doctor,Low,Very High,4,Medium,0,21,Excellent,Very High,80,3,11,0,Bad,12,1,84,Y,1,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Married,Yes,2000,No
45,440,20,Below College,Low,High,2,High,4,17,Excellent,Medium,80,1,11,1,Best,14,1,85,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Sales Representative,Married,Yes,5357,Yes
37,660,8,Doctor,Medium,Low,5,Low,8,22,Excellent,High,80,0,1,1,Best,10,1,86,Y,1,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Married,No,2000,Yes
39,1355,20,Bachelor,High,Low,4,Medium,7,12,Excellent,High,80,2,16,5,Good,0,1,87,Y,1,Travel_Rarely,Sales,Human Resources,Male,Human Resources,Married,No,10354,No
41,969,2,Master,High,Low,5,High,8,23,Excellent,Medium,80,2,8,0,Best,2,1,88,Y,1,Non-Travel,Human Resources,Marketing,Male,Sales Representative,Single,Yes,10636,No
24,140,17,Below College,Medium,Medium,4,Low,3,23,Excellent,Medium,80,3,14,6,Bad,11,1,89,Y,1,Travel_Rarely,Human Resources,Medical,Male,Manager,Married,Yes,15443,Yes
31,713,13,Master,Medium,Medium,5,Low,1,13,Excellent,Very High,80,3,0,3,Good,7,1,90,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Manufacturing Director,Single,No,4144,Yes
34,1169,28,Master,Very High,Medium,5,High,0,15,Excellent,Very High,80,0,6,2,Bad,0,1,91,Y,1,Travel_Rarely,Research & Development,Human Resources,Female,Human Resources,Married,Yes,2000,Yes
41,1090,4,Doctor,Medium,High,5,Low,2,11,Excellent,High,80,2,14,3,Better,7,1,92,Y,1,Travel_Frequently,Human Resources,Technical Degree,Male,Manager,Single,Yes,2149,Yes
56,622,24,Below College,Low,High,2,Very High,5,13,Excellent,High,80,0,10,3,Good,0,1,93,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Research Director,Single,No,13748,No
12,365,12,Bachelor,Medium,High,5,Medium,4,20,Good,Very High,80,1,11,6,Better,4,1,94,Y,1,Travel_Frequently,Human Resources,Medical,Female,Research Scientist,Divorced,Yes,12428,Yes
45,1129,26,Master,Medium,Very High,3,High,8,16,Excellent,Medium,80,1,4,6,Best,12,1,95,Y,1,Travel_Frequently,Sales,Other,Female,Research Scientist,Divorced,Yes,2000,Yes
30,870,27,Master,High,Very High,4,Medium,5,22,Excellent,High,80,3,0,0,Bad,15,1,96,Y,1,Travel_Rarely,Research & Development,Technical Degree,Male,Manager,Divorced,Yes,2473,No
35,1421,1,College,Very High,Low,2,Low,3,12,Outstanding,Very High,80,2,6,0,Best,8,1,97,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Manager,Married,Yes,20000,Yes
35,152,7,Doctor,Medium,Very High,5,Low,4,17,Excellent,Very High,80,1,18,6,Bad,9,1,98,Y,1,Non-Travel,Research & Development,Medical,Male,Healthcare Representative,Single,Yes,5655,Yes
44,1050,15,Doctor,Very High,Very High,4,High,5,18,Excellent,Medium,80,0,9,5,Bad,10,1,99,Y,1,Travel_Frequently,Human Resources,Medical,Male,Manager,Single,No,2000,Yes
41,466,11,Doctor,Medium,Medium,5,Very High,8,22,Excellent,High,80,3,0,1,Bad,18,1,100,Y,1,Non-Travel,Research & Development,Human Resources,Male,Sales Representative,Single,Yes,4295,No
33,848,2,Master,Medium,Medium,3,Medium,6,15,Excellent,Medium,80,0,9,3,Best,4,1,101,Y,1,Travel_Rarely,Research & Development,Other,Male,Sales Representative,Single,No,2709,No
12,898,6,College,Low,Very High,2,Very High,2,12,Excellent,Low,80,2,7,3,Best,12,1,102,Y,1,Non-Travel,Research & Development,Other,Male,Research Scientist,Divorced,Yes,7469,Yes
32,1184,8,Below College,Low,Low,2,High,5,19,Good,Low,80,1,2,2,Better,2,1,103,Y,1,Travel_Frequently,Human Resources,Marketing,Male,Laboratory Technician,Divorced,Yes,8421,No
28,1306,15,Doctor,Medium,Low,2,Low,9,20,Excellent,Very High,80,3,27,1,Better,10,1,104,Y,1,Travel_Frequently,Sales,Medical,Male,Healthcare Representative,Single,Yes,16465,Yes
36,1474,3,Below College,Medium,Low,3,High,1,22,Excellent,High,80,1,5,1,Better,0,1,105,Y,1,Travel_Rarely,Human Resources,Human Resources,Female,Research Director,Married,Yes,10033,No
43,1475,10,Master,Very High,Very High,4,Low,7,12,Excellent,Low,80,0,17,0,Bad,8,1,106,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Research Director,Divorced,No,6516,Yes
46,1265,27,Doctor,Low,Low,1,High,4,20,Excellent,High,80,2,14,4,Better,3,1,107,Y,1,Travel_Rarely,Sales,Marketing,Female,Human Resources,Divorced,No,2000,No
36,746,14,Bachelor,Medium,Low,5,Medium,9,21,Excellent,Medium,80,2,14,4,Good,5,1,108,Y,1,Non-Travel,Sales,Technical Degree,Female,Research Director,Married,No,2000,No
24,1100,20,Below College,Medium,Low,2,Medium,5,14,Excellent,Very High,80,0,9,0,Best,15,1,109,Y,1,Travel_Frequently,Human Resources,Medical,Female,Human Resources,Divorced,No,2000,No
34,466,15,Bachelor,Low,Very High,4,Low,7,15,Excellent,High,80,3,12,3,Good,8,1,110,Y,1,Travel_Frequently,Sales,Marketing,Female,Research Scientist,Divorced,Yes,3686,Yes
35,704,20,Doctor,Very High,Medium,1,Low,0,17,Excellent,High,80,0,28,5,Bad,0,1,111,Y,1,Travel_Frequently,Sales,Life Sciences,Male,Manufacturing Director,Married,Yes,2000,Yes
40,1329,18,Bachelor,High,Very High,1,Medium,2,21,Low,Very High,80,3,5,2,Good,3,1,112,Y,1,Travel_Rarely,Sales,Life Sciences,Female,Research Director,Divorced,Yes,2000,Yes
43,881,5,Below College,Medium,High,1,Low,2,11,Low,Very High,80,0,11,3,Better,6,1,113,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Manufacturing Director,Married,No,13465,Yes
34,179,3,Master,High,Very High,4,Low,6,20,Excellent,Low,80,3,15,6,Good,5,1,114,Y,1,Travel_Frequently,Human Resources,Medical,Male,Sales Representative,Single,No,11783,Yes
41,665,7,Master,Low,Low,2,High,0,11,Excellent,Medium,80,3,18,3,Best,5,1,115,Y,1,Travel_Rarely,Human Resources,Medical,Female,Laboratory Technician,Divorced,No,4954,No
31,635,6,Bachelor,High,Medium,5,Very High,2,17,Excellent,Medium,80,2,13,5,Better,20,1,116,Y,1,Travel_Frequently,Research & Development,Human Resources,Female,Manufacturing Director,Married,Yes,10950,No
63,253,4,Doctor,High,Very High,1,High,7,21,Excellent,Medium,80,3,7,1,Bad,15,1,117,Y,1,Non-Travel,Human Resources,Human Resources,Male,Sales Executive,Divorced,Yes,4261,Yes
30,1331,28,Below College,Very High,Very High,4,Low,3,18,Excellent,Low,80,2,12,6,Good,10,1,118,Y,1,Non-Travel,Human Resources,Marketing,Male,Healthcare Representative,Married,No,2562,Yes
30,885,22,Master,Very High,Low,4,Very High,5,13,Excellent,Low,80,1,10,4,Good,16,1,119,Y,1,Non-Travel,Human Resources,Life Sciences,Female,Human Resources,Married,No,12764,Yes
31,764,29,Bachelor,Low,Low,5,Medium,1,14,Excellent,High,80,1,23,0,Better,22,1,120,Y,1,Non-Travel,Human Resources,Life Sciences,Female,Sales Executive,Divorced,No,5124,No
35,217,1,Bachelor,Low,High,1,Very High,8,12,Excellent,High,80,0,18,4,Best,5,1,121,Y,1,Non-Travel,Sales,Other,Female,Healthcare Representative,Divorced,Yes,8657,No
45,361,25,Below College,High,Medium,4,Medium,4,18,Excellent,Medium,80,2,21,2,Better,7,1,122,Y,1,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,3704,Yes
42,1267,6,College,Low,Very High,5,Very High,0,11,Excellent,Very High,80,1,18,5,Best,8,1,123,Y,1,Travel_Frequently,Human Resources,Other,Male,Sales Executive,Single,Yes,10658,No
35,573,19,Doctor,Very High,High,3,Low,3,15,Excellent,Low,80,1,14,0,Best,0,1,124,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Sales Executive,Divorced,Yes,4155,Yes
37,1360,23,College,High,Very High,4,Medium,1,24,Outstanding,High,80,0,12,2,Good,6,1,125,Y,1,Travel_Frequently,Human Resources,Medical,Female,Manager,Married,Yes,18946,No
51,875,7,Bachelor,Very High,Medium,2,Medium,0,16,Excellent,High,80,3,13,0,Better,11,1,126,Y,1,Travel_Rarely,Research & Development,Other,Male,Manager,Married,No,6244,Yes
33,929,1,Doctor,High,Very High,4,Medium,9,19,Good,High,80,1,17,6,Bad,16,1,127,Y,1,Non-Travel,Sales,Marketing,Male,Manager,Married,Yes,6993,Yes
31,1027,10,College,Low,Low,2,Medium,7,21,Excellent,Low,80,2,18,2,Best,0,1,128,Y,1,Non-Travel,Human Resources,Medical,Male,Manager,Divorced,No,13088,No
54,535,11,Below College,Low,Medium,4,Low,1,23,Good,Very High,80,2,16,0,Good,2,1,129,Y,1,Travel_Frequently,Human Resources,Medical,Female,Research Director,Single,No,4436,Yes
42,1330,11,Below College,Low,Low,2,Very High,8,25,Excellent,High,80,1,15,0,Better,4,1,130,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Human Resources,Married,Yes,5788,No
39,1310,26,Doctor,Very High,Very High,5,Very High,8,24,Excellent,Low,80,3,0,5,Bad,3,1,131,Y,1,Travel_Frequently,Human Resources,Life Sciences,Female,Sales Representative,Married,Yes,4067,No
38,1407,11,Master,Medium,Medium,1,Low,5,18,Good,Very High,80,1,13,4,Bad,6,1,132,Y,1,Non-Travel,Human Resources,Medical,Female,Manufacturing Director,Divorced,No,2972,Yes
30,1408,11,College,Very High,Very High,3,High,1,12,Excellent,High,80,2,11,0,Better,7,1,133,Y,1,Travel_Frequently,Sales,Other,Male,Research Scientist,Single,Yes,2000,Yes
43,763,26,Doctor,Very High,Low,4,Very High,4,11,Outstanding,Low,80,0,7,2,Bad,13,1,134,Y,1,Travel_Frequently,Human Resources,Other,Female,Laboratory Technician,Married,No,7164,No
39,646,7,Below College,High,Medium,1,Low,2,25,Excellent,Low,80,2,12,6,Good,0,1,135,Y,1,Travel_Frequently,Research & Development,Medical,Female,Human Resources,Divorced,Yes,14786,Yes
31,535,22,College,Medium,Low,1,High,0,13,Outstanding,Very High,80,2,7,4,Better,4,1,136,Y,1,Non-Travel,Research & Development,Human Resources,Female,Sales Representative,Single,Yes,7945,Yes
39,1293,9,College,Medium,Low,3,High,8,11,Excellent,Very High,80,2,12,1,Bad,3,1,137,Y,1,Travel_Frequently,Research & Development,Medical,Male,Sales Representative,Divorced,Yes,3260,No
