Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,EmployeeCount,EmployeeNumber,Over18,Batch_ID,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,MonthlyIncome,Attrition
38,918,14,Master,High,High,2,Medium,2,11,Excellent,Medium,80,1,22,3,Good,12,1,45,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Laboratory Technician,Single,No,2878,Yes
19,615,18,Master,Low,Very High,1,Very High,2,12,Excellent,Low,80,2,0,1,Better,13,1,46,Y,1,Non-Travel,Human Resources,Medical,Female,Manager,Married,No,4409,No
34,271,2,Below College,Medium,Low,3,Very High,7,12,Excellent,Very High,80,0,20,3,Better,20,1,47,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Sales Representative,Single,No,2000,No
51,898,22,College,High,Very High,1,Very High,2,24,Excellent,High,80,1,1,2,Better,7,1,48,Y,1,Travel_Rarely,Research & Development,Human Resources,Male,Sales Executive,Married,Yes,2000,No
30,550,18,College,High,Medium,2,High,3,14,Excellent,Medium,80,1,5,0,Better,14,1,49,Y,1,Non-Travel,Human Resources,Marketing,Male,Research Scientist,Married,Yes,4776,No
49,961,18,College,Low,Medium,1,Very High,2,18,Excellent,Very High,80,0,29,4,Bad,8,1,50,Y,1,Non-Travel,Research & Development,Human Resources,Male,Human Resources,Married,No,7765,Yes
46,1198,24,Below College,Low,Very High,4,Very High,1,14,Outstanding,Medium,80,2,4,4,Bad,10,1,51,Y,1,Non-Travel,Sales,Technical Degree,Male,Research Director,Divorced,No,6491,No
51,1000,2,Master,Medium,Very High,2,Medium,8,13,Excellent,Low,80,1,8,4,Good,9,1,52,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Human Resources,Single,No,13213,Yes
36,1088,4,College,Medium,Very High,5,Medium,2,18,Excellent,Medium,80,0,14,2,Better,2,1,53,Y,1,Travel_Rarely,Sales,Medical,Female,Laboratory Technician,Married,Yes,11629,Yes
46,707,28,Master,Low,Medium,5,High,0,19,Excellent,Very High,80,0,8,5,Good,4,1,54,Y,1,Travel_Rarely,Human Resources,Human Resources,Female,Research Director,Divorced,No,6218,Yes
28,589,19,Below College,Very High,High,1,High,6,11,Excellent,Medium,80,2,11,6,Better,5,1,55,Y,1,Travel_Rarely,Sales,Marketing,Female,Research Director,Single,No,2000,No
46,118,1,College,Medium,High,1,Medium,9,25,Excellent,Very High,80,0,2,2,Good,10,1,56,Y,1,Non-Travel,Sales,Human Resources,Female,Manufacturing Director,Married,Yes,2276,No
41,975,22,Bachelor,Medium,Low,5,Low,8,17,Outstanding,Medium,80,3,12,1,Best,0,1,57,Y,1,Travel_Rarely,Research & Development,Medical,Male,Manager,Divorced,No,14570,Yes
29,541,11,Doctor,Low,Low,5,Very High,9,24,Outstanding,Low,80,2,22,3,Better,8,1,58,Y,1,Non-Travel,Human Resources,Marketing,Female,Research Director,Divorced,Yes,3083,Yes
28,970,26,Bachelor,High,Medium,5,Low,0,12,Excellent,Very High,80,1,24,6,Good,16,1,59,Y,1,Travel_Rarely,Sales,Life Sciences,Male,Manager,Married,No,2000,Yes
30,1200,9,Master,Medium,Medium,3,Low,2,14,Excellent,Low,80,2,1,5,Bad,0,1,60,Y,1,Travel_Rarely,Sales,Other,Female,Manager,Divorced,No,8638,Yes
12,885,10,Below College,Low,Low,4,High,4,14,Excellent,Low,80,0,10,1,Better,3,1,61,Y,1,Non-Travel,Sales,Life Sciences,Male,Healthcare Representative,Single,No,4199,Yes
15,435,14,Below College,Low,High,5,Medium,9,21,Excellent,Medium,80,2,14,3,Best,5,1,62,Y,1,Non-Travel,Research & Development,Life Sciences,Male,Sales Executive,Divorced,Yes,4133,No
28,1351,6,Doctor,Very High,Medium,5,High,5,19,Excellent,Very High,80,1,2,6,Better,17,1,63,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Healthcare Representative,Single,Yes,10044,No
39,748,22,Below College,High,High,2,High,7,15,Excellent,High,80,0,1,0,Bad,8,1,64,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Sales Representative,Married,No,14078,No
48,740,16,Master,High,Very High,2,Low,5,19,Excellent,Very High,80,2,0,0,Better,16,1,65,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Human Resources,Married,Yes,7466,Yes
39,1120,2,Bachelor,Very High,Low,1,High,7,21,Excellent,High,80,2,23,6,Best,14,1,66,Y,1,Non-Travel,Research & Development,Human Resources,Female,Manager,Single,Yes,5158,No
37,1253,3,Bachelor,Very High,Medium,3,Low,6,15,Outstanding,Medium,80,2,5,5,Good,13,1,67,Y,1,Non-Travel,Research & Development,Technical Degree,Male,Sales Executive,Married,Yes,2261,Yes
42,267,6,Below College,Very High,Medium,2,Low,0,23,Excellent,High,80,2,10,3,Good,6,1,68,Y,1,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Married,No,14745,Yes
42,547,16,Doctor,Very High,Medium,5,Medium,1,22,Excellent,Very High,80,2,7,4,Good,7,1,69,Y,1,Travel_Frequently,Research & Development,Human Resources,Male,Human Resources,Divorced,No,11964,No
42,978,6,Doctor,High,High,5,Medium,7,14,Excellent,Medium,80,0,12,0,Better,9,1,70,Y,1,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,5526,No
30,1075,2,Master,Very High,Medium,4,Medium,3,18,Outstanding,Very High,80,1,6,2,Bad,18,1,71,Y,1,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Divorced,No,3918,No
22,988,20,Doctor,Medium,High,3,Very High,2,22,Excellent,High,80,3,7,5,Best,3,1,72,Y,1,Travel_Rarely,Human Resources,Medical,Male,Healthcare Representative,Married,No,2000,No
43,1316,5,Below College,Low,High,5,Medium,9,17,Excellent,Very High,80,1,14,6,Good,1,1,73,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Human Resources,Married,Yes,11732,No
26,1328,9,Doctor,High,Medium,4,High,0,20,Excellent,Low,80,3,8,3,Best,6,1,74,Y,1,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Yes,2000,Yes
32,710,16,Bachelor,Medium,Low,3,High,5,15,Low,Medium,80,1,26,6,Bad,8,1,75,Y,1,Non-Travel,Human Resources,Technical Degree,Male,Sales Executive,Divorced,Yes,4613,Yes
35,788,12,Master,Very High,Low,2,Very High,9,23,Excellent,High,80,3,6,5,Bad,0,1,76,Y,1,Non-Travel,Sales,Technical Degree,Male,Research Scientist,Single,Yes,12325,Yes
24,1207,8,Bachelor,High,Medium,5,Medium,0,12,Outstanding,High,80,3,14,4,Good,0,1,77,Y,1,Travel_Frequently,Research & Development,Medical,Male,Human Resources,Married,Yes,5608,No
32,1118,2,Master,Medium,Medium,2,Very High,6,17,Excellent,Medium,80,0,4,0,Best,7,1,78,Y,1,Non-Travel,Sales,Medical,Male,Sales Executive,Married,No,11158,No
45,1446,6,Doctor,Very High,Very High,4,Low,9,18,Good,Very High,80,0,0,5,Best,9,1,79,Y,1,Non-Travel,Human Resources,Medical,Female,Laboratory Technician,Married,Yes,11952,Yes
44,702,2,College,Low,High,3,Very High,2,23,Low,Medium,80,1,16,5,Bad,7,1,80,Y,1,Travel_Frequently,Sales,Marketing,Female,Laboratory Technician,Single,Yes,9701,Yes
39,168,15,Doctor,Low,Very High,3,Very High,7,11,Excellent,Low,80,1,6,4,Bad,17,1,81,Y,1,Travel_Frequently,Research & Development,Life Sciences,Male,Human Resources,Married,Yes,2920,Yes
42,342,11,Below College,Medium,Low,1,High,4,25,Excellent,High,80,0,6,2,Good,2,1,82,Y,1,Travel_Frequently,Research & Development,Other,Male,Sales Executive,Married,No,6595,No
46,536,14,Bachelor,High,Low,1,Very High,7,17,Excellent,High,80,0,17,6,Good,0,1,83,Y,1,Non-Travel,Research & Development,Other,Male,Manager,Divorced,Yes,3805,No
36,1251,2,Bachelor,Very High,Low,2,Low,4,15,Excellent,Medium,80,0,17,6,Bad,2,1,84,Y,1,Travel_Frequently,Sales,Human Resources,Female,Human Resources,Single,Yes,8687,Yes
45,1106,7,Master,Low,Medium,4,High,3,22,Excellent,High,80,2,2,1,Better,13,1,85,Y,1,Travel_Rarely,Sales,Other,Female,Human Resources,Married,No,4659,No
29,1453,27,Master,Medium,Medium,2,High,8,22,Excellent,High,80,3,10,6,Better,8,1,86,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Single,No,6042,Yes
35,445,26,Bachelor,High,Very High,3,Low,4,20,Excellent,High,80,3,16,6,Good,11,1,87,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Manufacturing Director,Married,Yes,6636,Yes
55,524,8,Doctor,High,Low,4,Medium,3,17,Outstanding,Very High,80,3,15,0,Good,3,1,88,Y,1,Non-Travel,Human Resources,Other,Female,Healthcare Representative,Married,Yes,2000,No
28,803,7,Below College,Low,High,1,Medium,1,18,Excellent,Low,80,1,3,2,Good,16,1,89,Y,1,Non-Travel,Human Resources,Marketing,Male,Healthcare Representative,Divorced,Yes,4912,No
46,240,22,Below College,Medium,High,1,Very High,3,14,Excellent,Medium,80,3,5,1,Better,0,1,90,Y,1,Non-Travel,Human Resources,Life Sciences,Male,Sales Executive,Single,No,2000,No
48,572,20,Master,Very High,High,1,Very High,9,15,Excellent,High,80,0,18,3,Bad,2,1,91,Y,1,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Single,Yes,10165,Yes
30,1150,24,Bachelor,Very High,Medium,5,Medium,0,24,Good,Medium,80,1,12,1,Better,7,1,92,Y,1,Travel_Frequently,Human Resources,Technical Degree,Female,Laboratory Technician,Married,No,7746,No
42,948,21,Bachelor,Medium,Low,3,Low,1,13,Excellent,Low,80,0,0,5,Good,8,1,93,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Healthcare Representative,Divorced,Yes,4861,Yes
36,1212,12,College,High,High,3,High,5,11,Low,Low,80,2,13,1,Best,3,1,94,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Healthcare Representative,Married,Yes,3901,Yes
25,244,9,Below College,Medium,Medium,2,Very High,3,23,Excellent,Low,80,3,9,0,Bad,21,1,95,Y,1,Travel_Rarely,Sales,Human Resources,Male,Human Resources,Single,Yes,7798,Yes
52,791,29,Master,Very High,Low,2,High,3,12,Excellent,High,80,0,16,2,Better,8,1,96,Y,1,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Single,Yes,2000,Yes
26,1205,7,College,Very High,Low,4,High,2,15,Outstanding,High,80,2,4,0,Bad,12,1,97,Y,1,Non-Travel,Research & Development,Medical,Male,Sales Executive,Single,No,3430,Yes
43,1237,3,Bachelor,Low,Very High,5,Low,1,13,Good,Very High,80,2,0,4,Better,11,1,98,Y,1,Travel_Rarely,Human Resources,Other,Male,Laboratory Technician,Single,No,12582,Yes
26,127,7,Master,Low,Low,5,High,4,14,Excellent,Very High,80,0,11,2,Best,7,1,99,Y,1,Non-Travel,Sales,Marketing,Female,Research Scientist,Divorced,Yes,6873,Yes
38,1121,14,Master,High,Very High,4,Low,2,17,Excellent,Low,80,2,19,6,Best,7,1,100,Y,1,Travel_Rarely,Research & Development,Marketing,Female,Manager,Single,Yes,3978,Yes
34,272,13,College,Very High,Low,2,High,5,17,Good,Medium,80,1,8,1,Better,3,1,101,Y,1,Non-Travel,Human Resources,Marketing,Male,Research Scientist,Married,Yes,3156,No
41,1400,21,Bachelor,High,High,3,High,3,25,Good,Very High,80,0,3,6,Better,9,1,102,Y,1,Non-Travel,Research & Development,Technical Degree,Male,Sales Executive,Single,Yes,3575,No
36,941,19,Doctor,Very High,Low,1,Very High,6,15,Good,High,80,0,0,3,Bad,8,1,103,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Married,No,4978,No
40,907,27,Bachelor,Medium,Very High,2,Low,1,17,Outstanding,Low,80,3,0,2,Better,1,1,104,Y,1,Non-Travel,Research & Development,Other,Female,Research Scientist,Single,No,2000,Yes
38,463,24,Doctor,High,Very High,3,Very High,3,19,Excellent,Very High,80,1,5,2,Bad,9,1,105,Y,1,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,Yes,3191,No
39,116,17,Bachelor,Low,Very High,2,Medium,0,18,Excellent,Low,80,1,15,0,Better,4,1,106,Y,1,Travel_Frequently,Human Resources,Marketing,Male,Research Director,Divorced,No,12369,No
48,1319,21,College,Low,Medium,2,High,9,12,Excellent,Low,80,1,25,4,Bad,0,1,107,Y,1,Travel_Rarely,Human Resources,Technical Degree,Male,Sales Representative,Married,Yes,16567,No
9,1462,27,Doctor,Medium,Low,3,Very High,1,12,Excellent,Low,80,3,29,4,Bad,0,1,108,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Sales Representative,Single,No,17047,No
35,634,27,Bachelor,Very High,Low,5,Medium,6,25,Excellent,High,80,3,7,5,Best,7,1,109,Y,1,Travel_Frequently,Sales,Technical Degree,Female,Healthcare Representative,Divorced,Yes,2000,No
24,1183,14,College,Very High,Medium,1,High,5,22,Excellent,Very High,80,0,0,2,Bad,8,1,110,Y,1,Travel_Rarely,Human Resources,Other,Female,Manager,Single,No,8854,Yes
36,918,11,College,High,Low,3,Very High,5,12,Excellent,Low,80,2,15,2,Good,17,1,111,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Laboratory Technician,Single,Yes,7514,No
38,125,3,College,Low,Very High,2,Very High,0,18,Excellent,Medium,80,2,0,3,Better,0,1,112,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Research Scientist,Divorced,Yes,8424,No
47,370,12,College,Low,Low,5,Low,6,19,Excellent,Very High,80,3,15,2,Best,9,1,113,Y,1,Travel_Frequently,Human Resources,Medical,Female,Healthcare Representative,Divorced,Yes,5763,Yes
34,986,6,Bachelor,Very High,Low,3,High,6,12,Excellent,Low,80,0,15,4,Better,0,1,114,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Healthcare Representative,Divorced,Yes,17293,Yes
26,823,29,Bachelor,Medium,High,1,Medium,7,12,Excellent,High,80,0,6,4,Bad,5,1,115,Y,1,Travel_Frequently,Human Resources,Marketing,Female,Human Resources,Single,Yes,4293,No
30,822,23,Bachelor,High,Medium,3,Very High,5,22,Excellent,Medium,80,0,9,1,Bad,1,1,116,Y,1,Travel_Rarely,Sales,Marketing,Male,Laboratory Technician,Divorced,No,3478,No
44,976,4,Doctor,Low,Low,3,Low,2,15,Excellent,Low,80,1,16,0,Best,6,1,117,Y,1,Travel_Frequently,Sales,Human Resources,Female,Sales Representative,Divorced,No,8791,Yes
46,1337,13,College,Medium,Very High,4,High,8,23,Excellent,Very High,80,2,24,3,Good,0,1,118,Y,1,Travel_Rarely,Human Resources,Life Sciences,Male,Laboratory Technician,Single,Yes,5941,No
35,1373,3,College,Low,Medium,1,Medium,4,17,Excellent,Very High,80,3,16,3,Best,0,1,119,Y,1,Travel_Frequently,Human Resources,Human Resources,Female,Sales Executive,Divorced,No,12036,Yes
44,966,23,Below College,High,Medium,4,High,3,13,Excellent,Low,80,3,3,2,Best,7,1,120,Y,1,Non-Travel,Sales,Human Resources,Male,Human Resources,Single,Yes,2000,No
34,440,9,Doctor,Low,Low,1,Very High,7,24,Outstanding,High,80,3,27,6,Bad,8,1,121,Y,1,Non-Travel,Human Resources,Technical Degree,Female,Research Director,Divorced,No,6517,No
33,1078,13,Master,High,Very High,4,High,2,15,Excellent,Medium,80,0,2,3,Better,6,1,122,Y,1,Travel_Frequently,Sales,Life Sciences,Female,Healthcare Representative,Single,Yes,7155,Yes
35,1125,28,Doctor,Very High,Medium,4,Medium,2,22,Outstanding,High,80,3,3,5,Bad,11,1,123,Y,1,Travel_Frequently,Research & Development,Marketing,Male,Manager,Married,Yes,2000,No
31,680,27,Doctor,Very High,Low,2,Low,2,15,Excellent,Low,80,0,0,4,Bad,12,1,124,Y,1,Non-Travel,Sales,Human Resources,Male,Research Scientist,Single,Yes,2000,Yes
36,1205,24,College,Low,Very High,4,Low,5,20,Excellent,Low,80,0,19,1,Good,0,1,125,Y,1,Travel_Frequently,Human Resources,Marketing,Male,Manufacturing Director,Divorced,No,3436,Yes
21,613,29,Bachelor,Medium,Low,2,Medium,0,15,Excellent,Very High,80,0,15,5,Better,10,1,126,Y,1,Non-Travel,Sales,Human Resources,Male,Healthcare Representative,Single,Yes,7898,Yes
37,417,14,College,Low,Medium,5,Very High,9,21,Excellent,Very High,80,0,12,3,Better,5,1,127,Y,1,Travel_Frequently,Human Resources,Life Sciences,Male,Laboratory Technician,Divorced,Yes,12956,No
20,383,19,Below College,High,High,4,Low,8,21,Excellent,Low,80,1,5,3,Best,5,1,128,Y,1,Travel_Rarely,Human Resources,Medical,Female,Laboratory Technician,Single,Yes,9723,Yes
18,1099,10,Below College,High,Low,4,High,9,19,Excellent,Low,80,2,4,3,Bad,14,1,129,Y,1,Travel_Frequently,Sales,Marketing,Male,Manager,Single,Yes,2000,Yes
48,235,16,Bachelor,High,High,5,Medium,5,23,Good,Low,80,1,5,4,Good,13,1,130,Y,1,Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,No,2000,No
38,1343,22,Doctor,Low,Very High,1,Medium,6,24,Excellent,Very High,80,0,13,4,Best,11,1,131,Y,1,Travel_Frequently,Human Resources,Other,Female,Manufacturing Director,Single,Yes,2237,No
43,119,23,College,Low,Medium,2,Low,1,21,Outstanding,Medium,80,2,7,2,Bad,4,1,132,Y,1,Travel_Rarely,Sales,Human Resources,Male,Human Resources,Single,Yes,2020,Yes
28,525,15,Bachelor,Very High,Medium,2,Low,6,17,Excellent,Medium,80,0,17,4,Good,6,1,133,Y,1,Travel_Rarely,Sales,Other,Male,Research Director,Divorced,No,5515,Yes
34,950,3,Below College,Low,Very High,5,Low,9,25,Excellent,High,80,2,0,3,Bad,7,1,134,Y,1,Non-Travel,Sales,Marketing,Female,Research Scientist,Single,No,6235,Yes
54,747,25,College,Medium,Very High,2,Medium,7,14,Excellent,High,80,2,5,6,Good,7,1,135,Y,1,Travel_Frequently,Sales,Human Resources,Female,Research Scientist,Divorced,Yes,2000,No
32,672,14,Doctor,Low,Medium,2,Low,8,20,Excellent,High,80,1,24,3,Best,2,1,136,Y,1,Non-Travel,Research & Development,Marketing,Female,Research Scientist,Married,No,4528,Yes
47,219,8,Bachelor,Low,Very High,4,Low,2,13,Excellent,Very High,80,3,16,1,Good,17,1,137,Y,1,Non-Travel,Research & Development,Technical Degree,Female,Healthcare Representative,Single,No,5585,Yes
